GEOID,name,county_features,prevalence_tracts,preventable_cases,avoided_cost,adult_population,preventable_per_1000_adults
25023,Plymouth,1,100,31437.689453125,668994048.0,420468,74.77
17097,Lake,1,152,31211.939453125,664190080.0,543787,57.4
08041,El Paso,1,130,30996.810546875,659612096.0,563588,55.0
12101,Pasco,1,133,30938.705078125,658375552.0,469214,65.94
25013,Hampden,1,103,30779.525390625,654988288.0,365303,84.26
24033,Prince George's,1,218,30615.16015625,651490496.0,743108,41.2
17197,Will,1,151,30522.234375,649513152.0,530845,57.5
42029,Chester,1,116,30273.64453125,644223168.0,420196,72.05
53011,Clark,1,104,30248.994140625,643698560.0,392420,77.08
06013,Contra Costa,1,207,29909.9375,636483392.0,903366,33.11
32003,Clark,1,487,29772.23828125,633553280.0,1776818,16.76
24003,Anne Arundel,1,103,29642.5234375,630793024.0,457051,64.86
53063,Spokane,1,105,29242.919921875,622289344.0,425898,68.66
34013,Essex,1,210,28827.251953125,613443840.0,651811,44.23
45045,Greenville,1,111,28054.79296875,597005888.0,413455,67.85
22033,East Baton Rouge,1,91,27909.287109375,593909632.0,349987,79.74
12127,Volusia,1,113,27837.291015625,592377536.0,468769,59.38
12009,Brevard,1,111,27638.81640625,588153920.0,507778,54.43
20091,Johnson,1,127,27540.6796875,586065664.0,468368,58.8
26049,Genesee,1,129,27485.4375,584890112.0,313660,87.63
33011,Hillsborough,1,85,27154.6875,577851648.0,340184,79.82
34007,Camden,1,127,27117.4921875,577060288.0,404536,67.03
08031,Denver,1,143,26865.05859375,571688512.0,582914,46.09
42045,Delaware,1,143,26854.23828125,571458176.0,448836,59.83
26161,Washtenaw,1,99,26723.25,568670912.0,300686,88.87
42133,York,1,90,26293.52734375,559526272.0,358282,73.39
49049,Utah,1,127,26029.197265625,553901376.0,463691,56.13
10003,New Castle,1,129,25882.529296875,550780224.0,450477,57.46
41005,Clackamas,1,80,25879.92578125,550724736.0,333294,77.65
18089,Lake,1,117,25874.408203125,550607360.0,382434,67.66
34027,Morris,1,100,25837.427734375,549820544.0,404214,63.92
16001,Ada,1,59,25378.26171875,540049344.0,393981,64.41
34005,Burlington,1,114,24902.720703125,529929888.0,368180,67.64
31055,Douglas,1,156,24834.0859375,528469344.0,436245,56.93
47065,Hamilton,1,80,24698.4921875,525583936.0,292393,84.47
01097,Mobile,1,114,24563.9765625,522721440.0,316486,77.61
37067,Forsyth,1,93,24521.0234375,521807392.0,298526,82.14
27037,Dakota,1,95,24361.197265625,518406208.0,335288,72.66
20173,Sedgwick,1,124,24221.041015625,515423712.0,392631,61.69
39095,Lucas,1,127,23674.08984375,503784672.0,330439,71.64
08005,Arapahoe,1,147,23667.345703125,503641088.0,505658,46.81
04019,Pima,1,241,23638.087890625,503018432.0,841363,28.09
06019,Fresno,1,199,23623.068359375,502698944.0,728329,32.43
41039,Lane,1,86,23450.0625,499017472.0,314593,74.54
29183,St. Charles,1,78,23443.47265625,498877120.0,316288,74.12
47149,Rutherford,1,49,23152.97265625,492695264.0,264421,87.56
17089,Kane,1,82,23145.001953125,492525664.0,390231,59.31
08059,Jefferson,1,137,23067.728515625,490881280.0,470425,49.04
19153,Polk,1,97,22997.58984375,489388768.0,375057,61.32
42011,Berks,1,90,22795.220703125,485082240.0,334868,68.07
05119,Pulaski,1,94,22758.23828125,484295424.0,305494,74.5
51810,Virginia Beach,1,99,22551.1640625,479888704.0,356060,63.34
36071,Orange,1,79,22486.498046875,478512576.0,300100,74.93
01089,Madison,1,73,22295.771484375,474454016.0,310781,71.74
24510,Baltimore,1,199,22038.080078125,468970304.0,456699,48.26
33015,Rockingham,1,64,21897.234375,465973152.0,257607,85.0
39017,Butler,1,80,21343.951171875,454199232.0,298048,71.61
51153,Prince William,1,82,21321.462890625,453720704.0,355514,59.97
45051,Horry,1,71,21233.056640625,451839424.0,305319,69.54
06111,Ventura,1,173,21059.2421875,448140640.0,652464,32.28
45079,Richland,1,88,21023.623046875,447382720.0,327912,64.11
12115,Sarasota,1,94,20985.767578125,446577120.0,385947,54.37
45083,Spartanburg,1,69,20967.720703125,446193088.0,258968,80.97
18003,Allen,1,96,20962.744140625,446087168.0,289409,72.43
12117,Seminole,1,86,20718.234375,440884032.0,376507,55.03
39151,Stark,1,86,20685.533203125,440188192.0,292889,70.63
53067,Thurston,1,49,20634.9375,439111488.0,234047,88.17
34039,Union,1,108,20484.00390625,435899584.0,437773,46.79
55133,Waukesha,1,86,20388.626953125,433869952.0,322286,63.26
12083,Marion,1,61,20325.416015625,432524896.0,314765,64.57
41047,Marion,1,58,20249.2734375,430904512.0,263662,76.8
27003,Anoka,1,83,20219.505859375,430271104.0,279615,72.31
29077,Greene,1,62,20218.51171875,430249984.0,238041,84.94
37051,Cumberland,1,67,20210.9140625,430088256.0,252133,80.16
37021,Buncombe,1,56,20140.55078125,428590816.0,222651,90.46
23005,Cumberland,1,66,20093.099609375,427581184.0,250163,80.32
36001,Albany,1,75,20048.955078125,426641760.0,257941,77.73
22051,Jefferson,1,124,19974.091796875,425048800.0,335494,59.54
26065,Ingham,1,78,19951.779296875,424573888.0,226359,88.14
51041,Chesterfield,1,71,19866.748046875,422764384.0,283089,70.18
42129,Westmoreland,1,100,19839.5859375,422186432.0,288614,68.74
45019,Charleston,1,85,19820.78125,421786336.0,333213,59.48
12069,Lake,1,56,19561.119140625,416260640.0,322624,60.63
06029,Kern,1,151,19547.931640625,415979968.0,647883,30.17
18057,Hamilton,1,39,19358.30859375,411944800.0,264748,73.12
06077,San Joaquin,1,139,18912.40234375,402455968.0,578486,32.69
36027,Dutchess,1,78,18899.365234375,402178464.0,241802,78.16
26139,Ottawa,1,53,18611.298828125,396048416.0,228953,81.29
34021,Mercer,1,77,18542.958984375,394594176.0,299242,61.97
53035,Kitsap,1,54,18402.8828125,391613344.0,221457,83.1
21067,Fayette,1,82,18392.36328125,391389536.0,253380,72.59
08069,Larimer,1,73,18389.455078125,391327616.0,295565,62.22
08001,Adams,1,96,18305.490234375,389540896.0,391408,46.77
12081,Manatee,1,78,18229.234375,387918144.0,342333,53.25
06097,Sonoma,1,99,18104.482421875,385263360.0,391704,46.22
42077,Lehigh,1,76,18037.169921875,383830976.0,290864,62.01
48039,Brazoria,1,50,17940.828125,381780768.0,282908,63.42
22071,Orleans,1,172,17871.16796875,380298432.0,301614,59.25
51107,Loudoun,1,64,17868.322265625,380237920.0,311307,57.4
26077,Kalamazoo,1,57,17803.48046875,378858080.0,205174,86.77
37063,Durham,1,59,17798.416015625,378750272.0,263055,67.66
35001,Bernalillo,1,153,17771.970703125,378187328.0,535032,33.22
53073,Whatcom,1,34,17751.7578125,377757504.0,185313,95.79
36085,Richmond,1,108,17635.24609375,375278048.0,385391,45.76
12097,Osceola,1,41,17623.666015625,375031584.0,309159,57.01
42079,Luzerne,1,103,17597.919921875,374483776.0,259927,67.7
06081,San Mateo,1,156,17499.0859375,372380512.0,597036,29.31
45063,Lexington,1,73,17485.90625,372100096.0,230910,75.73
34031,Passaic,1,100,17299.7265625,368138208.0,395435,43.75
06099,Stanislaus,1,94,17292.556640625,367985600.0,403935,42.81
42095,Northampton,1,68,17216.001953125,366356512.0,254425,67.67
12033,Escambia,1,71,17172.15234375,365423424.0,255373,67.24
34015,Gloucester,1,63,17167.9765625,365334496.0,239327,71.73
48027,Bell,1,63,17043.462890625,362684896.0,274805,62.02
12073,Leon,1,68,16848.021484375,358525888.0,240404,70.08
39093,Lorain,1,73,16788.970703125,357269280.0,246197,68.19
22103,St. Tammany,1,42,16712.037109375,355632000.0,205274,81.41
48167,Galveston,1,66,16652.251953125,354359936.0,270087,61.66
47125,Montgomery,1,39,16576.2109375,352741728.0,166727,99.42
05007,Benton,1,49,16527.3203125,351701408.0,218751,75.55
40027,Cleveland,1,62,16489.708984375,350901024.0,235766,69.94
48061,Cameron,1,84,16317.537109375,347237152.0,299901,54.41
18141,St. Joseph,1,75,16281.7255859375,346475104.0,209013,77.9
51087,Henrico,1,63,16239.1689453125,345569504.0,260169,62.42
22055,Lafayette,1,42,16206.1044921875,344865920.0,185780,87.23
05143,Washington,1,32,16140.0302734375,343459840.0,191964,84.08
34035,Somerset,1,68,16099.201171875,342591008.0,272106,59.17
17111,McHenry,1,52,16050.673828125,341558336.0,239710,66.96
13057,Cherokee,1,26,15993.0546875,340332224.0,210602,75.94
45091,York,1,46,15960.7041015625,339643808.0,219639,72.67
08013,Boulder,1,68,15892.66796875,338195968.0,269185,59.04
34017,Hudson,1,165,15757.8564453125,335327200.0,568180,27.73
29099,Jefferson,1,42,15751.205078125,335185664.0,176231,89.38
12111,St. Lucie,1,43,15722.611328125,334577152.0,277902,56.58
27163,Washington,1,50,15583.4970703125,331616864.0,206480,75.47
24027,Howard,1,55,15490.9716796875,329647840.0,253643,61.07
36065,Oneida,1,71,15327.8955078125,326177536.0,180103,85.11
29510,St. Louis,1,106,15317.7392578125,325961504.0,238700,64.17
36087,Rockland,1,65,15268.087890625,324904896.0,239203,63.83
49011,Davis,1,54,15188.3369140625,323207840.0,253678,59.87
12021,Collier,1,73,15139.5595703125,322169856.0,324044,46.72
29047,Clay,1,44,14990.5224609375,318998304.0,194751,76.97
12001,Alachua,1,56,14959.08984375,318329440.0,231412,64.64
24025,Harford,1,57,14908.15234375,317245440.0,203719,73.18
25001,Barnstable,1,56,14892.6171875,316914944.0,196898,75.64
42049,Erie,1,71,14768.3203125,314269856.0,213206,69.27
23031,York,1,40,14678.1298828125,312350560.0,175891,83.45
47187,Williamson,1,37,14665.9375,312091136.0,187765,78.11
48355,Nueces,1,80,14630.064453125,311327808.0,268391,54.51
37071,Gaston,1,65,14622.0693359375,311157696.0,179258,81.57
36091,Saratoga,1,50,14519.7451171875,308980192.0,191168,75.95
12109,St. Johns,1,39,14481.6767578125,308170080.0,228898,63.27
31109,Lancaster,1,74,14472.6806640625,307978624.0,250383,57.8
42043,Dauphin,1,65,14465.1142578125,307817664.0,222951,64.88
13051,Chatham,1,69,14449.630859375,307488160.0,235733,61.3
06075,San Francisco,1,195,14408.029296875,306602880.0,721593,19.97
37101,Johnston,1,25,14380.2236328125,306011168.0,169671,84.75
39099,Mahoning,1,70,14328.330078125,304906848.0,180910,79.2
01003,Baldwin,1,31,14319.193359375,304712448.0,188817,75.84
24021,Frederick,1,61,14277.064453125,303815904.0,214766,66.48
47165,Sumner,1,42,14250.703125,303254944.0,153775,92.67
17201,Winnebago,1,76,14225.5517578125,302719776.0,216539,65.7
37129,New Hanover,1,43,14194.0126953125,302048576.0,189042,75.08
22017,Caddo,1,63,14166.6044921875,301465376.0,177857,79.65
01125,Tuscaloosa,1,47,14120.05859375,300474848.0,185617,76.07
42041,Cumberland,1,49,14092.27734375,299883648.0,210294,67.01
37179,Union,1,41,14032.091796875,298602912.0,181266,77.41
17119,Madison,1,61,13989.5751953125,297698176.0,207647,67.37
37025,Cabarrus,1,37,13964.9697265625,297174528.0,172577,80.92
36111,Ulster,1,47,13923.7998046875,296298368.0,150473,92.53
32031,Washoe,1,107,13832.693359375,294359904.0,388530,35.6
36063,Niagara,1,60,13781.6474609375,293273440.0,169105,81.5
55009,Brown,1,54,13428.2001953125,285752096.0,206673,64.97
48309,McLennan,1,50,13397.2333984375,285093120.0,199939,67.01
34001,Atlantic,1,69,13393.83203125,285020704.0,217089,61.7
26093,Livingston,1,61,13388.0625,284897888.0,154983,86.38
39025,Clermont,1,39,13383.828125,284807872.0,162832,82.19
22019,Calcasieu,1,42,13361.1826171875,284325856.0,156293,85.49
06061,Placer,1,84,13319.8515625,283446432.0,321825,41.39
36007,Broome,1,55,13271.2119140625,282411392.0,159585,83.16
01117,Shelby,1,47,13244.3212890625,281839136.0,174730,75.8
06083,Santa Barbara,1,87,13214.708984375,281209024.0,344367,38.37
39155,Trumbull,1,55,13181.328125,280498688.0,159837,82.47
50007,Chittenden,1,34,13150.634765625,279845504.0,139407,94.33
48041,Brazos,1,41,13085.5419921875,278460352.0,189739,68.97
48423,Smith,1,40,13080.7333984375,278358016.0,180105,72.63
37133,Onslow,1,31,13000.298828125,276646336.0,157766,82.4
54039,Kanawha,1,53,12976.0947265625,276131264.0,142591,91.0
47163,Sullivan,1,39,12940.1572265625,275366528.0,129064,100.26
18039,Elkhart,1,36,12933.1728515625,275217920.0,149701,86.39
39165,Warren,1,33,12929.900390625,275148288.0,187159,69.09
13151,Henry,1,25,12880.9658203125,274106944.0,183468,70.21
29019,Boone,1,29,12823.2041015625,272877824.0,148102,86.58
51550,Chesapeake,1,41,12701.6953125,270292064.0,190053,66.83
08035,Douglas,1,61,12637.2255859375,268920160.0,279823,45.16
48209,Hays,1,25,12636.529296875,268905312.0,198459,63.67
39085,Lake,1,58,12622.826171875,268613728.0,186724,67.6
13117,Forsyth,1,45,12569.783203125,267484976.0,191875,65.51
48141,El Paso,1,160,12487.85546875,265741536.0,637480,19.59
17163,St. Clair,1,60,12455.2177734375,265046992.0,195450,63.73
44003,Kent,1,38,12422.029296875,264340768.0,139423,89.1
42069,Lackawanna,1,59,12407.6220703125,264034192.0,171535,72.33
06107,Tulare,1,78,12407.40625,264029568.0,332659,37.3
45007,Anderson,1,39,12390.1884765625,263663216.0,160100,77.39
27137,St. Louis,1,66,12387.6123046875,263608416.0,162534,76.22
10005,Sussex,1,53,12281.966796875,261360224.0,202330,60.7
06053,Monterey,1,92,12142.8134765625,258399008.0,322633,37.64
13063,Clayton,1,49,12116.1201171875,257831040.0,217282,55.76
06095,Solano,1,95,12074.826171875,256952288.0,351400,34.36
37057,Davidson,1,34,12011.61328125,255607168.0,133783,89.78
08123,Weld,1,77,11982.103515625,254979232.0,253176,47.33
48303,Lubbock,1,67,11904.267578125,253322832.0,240399,49.52
49057,Weber,1,50,11850.1767578125,252171760.0,194087,61.06
23019,Penobscot,1,46,11807.275390625,251258784.0,126184,93.57
28047,Harrison,1,45,11767.587890625,250414256.0,159530,73.76
42125,Washington,1,59,11713.705078125,249267632.0,168523,69.51
25015,Hampshire,1,36,11696.048828125,248891920.0,133246,87.78
41029,Jackson,1,41,11683.8623046875,248632592.0,177109,65.97
37001,Alamance,1,36,11682.0673828125,248594400.0,135505,86.21
37097,Iredell,1,44,11675.5283203125,248455264.0,148652,78.54
28049,Hinds,1,64,11631.998046875,247528944.0,169818,68.5
13139,Hall,1,36,11587.595703125,246584016.0,158032,73.32
45015,Berkeley,1,44,11578.337890625,246387040.0,181906,63.65
26145,Saginaw,1,56,11562.77734375,246055904.0,148509,77.86
18157,Tippecanoe,1,37,11556.48828125,245922064.0,148979,77.57
18163,Vanderburgh,1,48,11495.2470703125,244618848.0,140749,81.67
12019,Clay,1,30,11485.365234375,244408560.0,172120,66.73
42019,Butler,1,44,11362.125,241786000.0,157715,72.04
51760,Richmond,1,66,11285.732421875,240160384.0,187532,60.18
48245,Jefferson,1,72,11278.083984375,239997632.0,191375,58.93
19113,Linn,1,45,11266.337890625,239747664.0,177230,63.57
26121,Muskegon,1,42,11142.9638671875,237122272.0,135566,82.2
26075,Jackson,1,38,11023.728515625,234585008.0,126373,87.23
39089,Licking,1,32,11002.048828125,234123584.0,138851,79.24
37035,Catawba,1,31,10982.5869140625,233709504.0,126620,86.74
51710,Norfolk,1,77,10971.0888671875,233464768.0,186947,58.69
18081,Johnson,1,22,10918.1455078125,232338144.0,123924,88.1
26147,St. Clair,1,49,10878.1572265625,231487200.0,127249,85.49
01101,Montgomery,1,65,10841.3076171875,230703056.0,172489,62.85
18105,Monroe,1,31,10826.6943359375,230392064.0,117497,92.14
18127,Porter,1,30,10823.0986328125,230315536.0,136507,79.29
20177,Shawnee,1,43,10766.970703125,229121136.0,136774,78.72
17019,Champaign,1,43,10715.0166015625,228015552.0,166368,64.41
21117,Kenton,1,41,10682.1259765625,227315648.0,129828,82.28
42027,Centre,1,31,10679.3935546875,227257488.0,134702,79.28
16027,Canyon,1,29,10673.375,227129424.0,176576,60.45
47179,Washington,1,23,10601.62109375,225602496.0,109346,96.95
13245,Richmond,1,47,10596.7236328125,225498272.0,158585,66.82
36083,Rensselaer,1,42,10565.38671875,224831424.0,129499,81.59
28033,DeSoto,1,33,10548.69140625,224476208.0,141087,74.77
22063,Livingston,1,17,10526.93359375,224013152.0,107980,97.49
01081,Lee,1,27,10522.98828125,223929200.0,140096,75.11
51013,Arlington,1,57,10507.2177734375,223593600.0,192709,54.52
47009,Blount,1,26,10484.240234375,223104640.0,110277,95.07
13215,Muscogee,1,53,10466.220703125,222721152.0,153256,68.29
39103,Medina,1,37,10459.0478515625,222568512.0,143394,72.94
47189,Wilson,1,21,10427.4892578125,221896976.0,117540,88.71
17167,Sangamon,1,53,10423.009765625,221801616.0,152237,68.47
39041,Delaware,1,35,10355.55859375,220366288.0,165286,62.65
42089,Monroe,1,33,10332.5595703125,219876864.0,135333,76.35
55101,Racine,1,44,10321.451171875,219640480.0,151746,68.02
37151,Randolph,1,28,10274.947265625,218650880.0,112758,91.12
13223,Paulding,1,19,10272.125,218590832.0,129492,79.33
42007,Beaver,1,51,10200.5419921875,217067504.0,134458,75.86
12053,Hernando,1,44,10143.5068359375,215853840.0,164146,61.8
39133,Portage,1,35,10133.841796875,215648176.0,131750,76.92
12091,Okaloosa,1,41,10117.798828125,215306752.0,165844,61.01
53077,Yakima,1,45,10068.9248046875,214266752.0,181508,55.47
18063,Hendricks,1,21,10039.18359375,213633824.0,135169,74.27
37147,Pitt,1,32,9998.8408203125,212775328.0,135229,73.94
12113,Santa Rosa,1,25,9981.0126953125,212395936.0,151168,66.03
55105,Rock,1,38,9978.373046875,212339792.0,126772,78.71
33017,Strafford,1,25,9974.4521484375,212256320.0,108122,92.25
22073,Ouachita,1,39,9913.443359375,210958032.0,119617,82.88
48139,Ellis,1,31,9877.0146484375,210182880.0,149972,65.86
27145,Stearns,1,29,9861.8935546875,209861120.0,121789,80.98
26021,Berrien,1,48,9857.951171875,209777168.0,120292,81.95
26115,Monroe,1,38,9798.8857421875,208520304.0,122323,80.11
06087,Santa Cruz,1,52,9796.720703125,208474224.0,216119,45.33
24013,Carroll,1,38,9782.1953125,208165104.0,135952,71.95
37159,Rowan,1,30,9705.576171875,206534688.0,115387,84.11
21227,Warren,1,24,9661.2060546875,205590464.0,105274,91.77
10001,Kent,1,32,9595.486328125,204191952.0,142669,67.26
44009,Washington,1,28,9577.5029296875,203809232.0,109708,87.3
55087,Outagamie,1,40,9561.2548828125,203463520.0,147114,64.99
22105,Tangipahoa,1,20,9474.0654296875,201608080.0,102002,92.88
51179,Stafford,1,27,9454.8447265625,201199072.0,118466,79.81
39045,Fairfield,1,28,9447.8505859375,201050272.0,122691,77.01
12017,Citrus,1,27,9442.6318359375,200939232.0,135185,69.85
45003,Aiken,1,32,9440.4736328125,200893280.0,134885,69.99
45077,Pickens,1,28,9439.412109375,200870688.0,107754,87.6
17143,Peoria,1,48,9422.8349609375,200517952.0,136775,68.89
48251,Johnson,1,28,9406.421875,200168672.0,139921,67.23
12015,Charlotte,1,38,9398.84765625,200007472.0,172013,54.64
24043,Washington,1,32,9375.8974609375,199519072.0,121129,77.4
37135,Orange,1,28,9346.220703125,198887584.0,118781,78.68
34037,Sussex,1,41,9345.4794921875,198871776.0,116723,80.07
39057,Greene,1,35,9332.103515625,198587168.0,133637,69.83
28121,Rankin,1,27,9226.673828125,196343584.0,122477,75.33
37019,Brunswick,1,32,9226.5234375,196340464.0,124942,73.85
36093,Schenectady,1,43,9189.45703125,195551664.0,125159,73.42
06079,San Luis Obispo,1,53,9175.4326171875,195253184.0,231922,39.56
45013,Beaufort,1,40,9162.150390625,194970560.0,157927,58.02
45035,Dorchester,1,25,9114.5068359375,193956688.0,124573,73.17
55139,Winnebago,1,41,9073.1328125,193076272.0,136375,66.53
37085,Harnett,1,27,9027.0947265625,192096560.0,101512,88.93
42055,Franklin,1,27,9015.7998046875,191856224.0,121987,73.91
18095,Madison,1,37,9005.0380859375,191627216.0,102714,87.67
27109,Olmsted,1,33,9004.154296875,191608352.0,123866,72.69
05045,Faulkner,1,25,8970.8173828125,190899008.0,97283,92.21
12005,Bay,1,43,8960.1494140625,190671984.0,143219,62.56
53005,Benton,1,36,8954.93359375,190561024.0,154720,57.88
06007,Butte,1,51,8933.8447265625,190112208.0,166535,53.65
22079,Rapides,1,32,8912.11328125,189649760.0,96239,92.6
36075,Oswego,1,29,8911.5693359375,189638176.0,93525,95.29
55059,Kenosha,1,35,8908.556640625,189574096.0,131217,67.89
13153,Houston,1,23,8852.0302734375,188371200.0,124123,71.32
26025,Calhoun,1,39,8812.44921875,187528816.0,103027,85.54
23001,Androscoggin,1,28,8794.1630859375,187139776.0,88647,99.2
54003,Berkeley,1,14,8773.65625,186703392.0,96931,90.51
42021,Cambria,1,42,8764.501953125,186508592.0,106871,82.01
06017,El Dorado,1,42,8759.9931640625,186412688.0,154382,56.74
17113,McLean,1,41,8757.6708984375,186363248.0,134203,65.26
53057,Skagit,1,29,8726.18359375,185693168.0,102843,84.85
30111,Yellowstone,1,32,8606.328125,183142608.0,128498,66.98
46099,Minnehaha,1,42,8599.84765625,183004736.0,149421,57.55
51700,Newport News,1,44,8566.96484375,182305024.0,141720,60.45
51177,Spotsylvania,1,30,8547.939453125,181900144.0,108492,78.79
41017,Deschutes,1,24,8534.0322265625,181604208.0,163750,52.12
06041,Marin,1,55,8483.40234375,180526784.0,207753,40.83
13059,Clarke,1,30,8478.7783203125,180428384.0,107331,79.0
