GEOID,name,county_features,prevalence_tracts,preventable_cases,avoided_cost,adult_population,preventable_per_1000_adults
06061,Placer,1,84,1512.1766357421875,32179124.0,321825,4.7
25009,Essex,1,162,1497.604248046875,31869018.0,637838,2.35
36119,Westchester,1,221,1461.3221435546875,31096934.0,782149,1.87
49011,Davis,1,54,1449.5115966796875,30845604.0,253678,5.71
12009,Brevard,1,111,1440.7569580078125,30659306.0,507778,2.84
47037,Davidson,1,159,1437.3389892578125,30586578.0,561736,2.56
29510,St. Louis,1,106,1425.984375,30344946.0,238700,5.97
12105,Polk,1,153,1425.922119140625,30343622.0,592991,2.4
08013,Boulder,1,68,1403.82421875,29873382.0,269185,5.22
08035,Douglas,1,61,1385.774658203125,29489280.0,279823,4.95
26125,Oakland,1,337,1380.0814208984375,29368134.0,1011540,1.36
41047,Marion,1,58,1374.8822021484375,29257494.0,263662,5.21
08123,Weld,1,77,1373.50927734375,29228272.0,253176,5.43
13121,Fulton,1,202,1355.9156494140625,28853884.0,842905,1.61
24005,Baltimore,1,211,1354.852783203125,28831268.0,663161,2.04
48027,Bell,1,63,1315.071044921875,27984710.0,274805,4.79
48355,Nueces,1,80,1310.447998046875,27886336.0,268391,4.88
12101,Pasco,1,133,1308.3101806640625,27840842.0,469214,2.79
39061,Hamilton,1,222,1302.656982421875,27720540.0,636698,2.05
37119,Mecklenburg,1,230,1298.0869140625,27623290.0,870043,1.49
21111,Jefferson,1,190,1264.563232421875,26909906.0,604298,2.09
39113,Montgomery,1,152,1260.233642578125,26817772.0,416417,3.03
17043,DuPage,1,216,1249.66357421875,26592840.0,719689,1.74
34039,Union,1,108,1245.990478515625,26514678.0,437773,2.85
34031,Passaic,1,100,1243.147216796875,26454174.0,395435,3.14
12127,Volusia,1,113,1242.85400390625,26447932.0,468769,2.65
06079,San Luis Obispo,1,53,1211.159912109375,25773486.0,231922,5.22
53011,Clark,1,104,1205.579345703125,25654730.0,392420,3.07
42045,Delaware,1,143,1194.85791015625,25426576.0,448836,2.66
51059,Fairfax,1,255,1188.8792724609375,25299348.0,879683,1.35
18089,Lake,1,117,1182.4661865234375,25162880.0,382434,3.09
04025,Yavapai,1,42,1181.7962646484375,25148630.0,203933,5.8
34029,Ocean,1,123,1176.2845458984375,25031334.0,485435,2.42
29189,St. Louis,1,199,1156.248046875,24604958.0,776147,1.49
40027,Cleveland,1,62,1138.7947998046875,24233554.0,235766,4.83
41029,Jackson,1,41,1132.69873046875,24103822.0,177109,6.4
36103,Suffolk,1,322,1120.7823486328125,23850248.0,1206356,0.93
49057,Weber,1,50,1116.83544921875,23766256.0,194087,5.75
48479,Webb,1,60,1116.232421875,23753428.0,182995,6.1
26081,Kent,1,128,1074.31787109375,22861486.0,502551,2.14
37183,Wake,1,185,1065.181396484375,22667060.0,881746,1.21
55025,Dane,1,105,1051.4573974609375,22375010.0,451869,2.33
25005,Bristol,1,125,1045.4033203125,22246180.0,458549,2.28
06047,Merced,1,49,1045.1375732421875,22240524.0,202355,5.16
31055,Douglas,1,156,1043.6407470703125,22208674.0,436245,2.39
48061,Cameron,1,84,1041.7330322265625,22168080.0,299901,3.47
48339,Montgomery,1,59,1038.0858154296875,22090468.0,483927,2.15
04015,Mohave,1,43,1021.2747192382812,21732722.0,181878,5.62
42091,Montgomery,1,211,1016.4186401367188,21629388.0,676249,1.5
17197,Will,1,151,1013.3397216796875,21563872.0,530845,1.91
20173,Sedgwick,1,124,1012.5618286132812,21547316.0,392631,2.58
16027,Canyon,1,29,996.0125732421875,21195148.0,176576,5.64
35013,Doña Ana,1,41,990.904296875,21086444.0,169534,5.84
41017,Deschutes,1,24,981.27587890625,20881554.0,163750,5.99
12081,Manatee,1,78,973.6041259765625,20718296.0,342333,2.84
53005,Benton,1,36,961.1952514648438,20454234.0,154720,6.21
41005,Clackamas,1,80,948.9115600585938,20192838.0,333294,2.85
29095,Jackson,1,195,936.7588500976562,19934228.0,548629,1.71
49053,Washington,1,21,927.1735229492188,19730252.0,142689,6.5
34007,Camden,1,127,921.4649047851562,19608776.0,404536,2.28
27123,Ramsey,1,136,918.2992553710938,19541408.0,417993,2.2
53077,Yakima,1,45,914.4718017578125,19459962.0,181508,5.04
12117,Seminole,1,86,914.2752685546875,19455778.0,376507,2.43
39095,Lucas,1,127,899.1217651367188,19133312.0,330439,2.72
48167,Galveston,1,66,891.991943359375,18981590.0,270087,3.3
06113,Yolo,1,41,891.156005859375,18963804.0,173144,5.15
06087,Santa Cruz,1,52,885.2288208007812,18837668.0,216119,4.1
24031,Montgomery,1,215,880.6355590820312,18739926.0,814883,1.08
12115,Sarasota,1,94,872.5130004882812,18567076.0,385947,2.26
06007,Butte,1,51,868.6192626953125,18484220.0,166535,5.22
22033,East Baton Rouge,1,91,862.5496215820312,18355056.0,349987,2.46
29183,St. Charles,1,78,861.7831420898438,18338746.0,316288,2.72
51810,Virginia Beach,1,99,850.43798828125,18097318.0,356060,2.39
04027,Yuma,1,53,844.3311157226562,17967368.0,156074,5.41
12021,Collier,1,73,842.2674560546875,17923450.0,324044,2.6
24033,Prince George's,1,218,829.5389404296875,17652586.0,743108,1.12
48041,Brazos,1,41,813.6124267578125,17313674.0,189739,4.29
08101,Pueblo,1,54,806.3768920898438,17159698.0,131581,6.13
48309,McLennan,1,50,791.651123046875,16846336.0,199939,3.96
34025,Monmouth,1,142,791.4756469726562,16842600.0,508148,1.56
25027,Worcester,1,172,789.8726806640625,16808492.0,682295,1.16
30111,Yellowstone,1,32,789.6301879882812,16803328.0,128498,6.15
35049,Santa Fe,1,50,788.2936401367188,16774889.0,129599,6.08
13135,Gwinnett,1,113,763.1663818359375,16240181.0,711750,1.07
48135,Ector,1,28,760.8770751953125,16191463.0,113701,6.69
08077,Mesa,1,29,758.8473510742188,16148272.0,124509,6.09
06089,Shasta,1,48,754.6498413085938,16058950.0,142150,5.31
39153,Summit,1,135,749.8978271484375,15957824.0,426041,1.76
48329,Midland,1,26,746.63916015625,15888482.0,121782,6.13
42011,Berks,1,90,745.6439819335938,15867304.0,334868,2.23
12097,Osceola,1,41,744.3379516601562,15839513.0,309159,2.41
42133,York,1,90,739.1221923828125,15728521.0,358282,2.06
06041,Marin,1,55,738.4442749023438,15714095.0,207753,3.55
19153,Polk,1,97,738.0687866210938,15706104.0,375057,1.97
21067,Fayette,1,82,736.6097412109375,15675055.0,253380,2.91
17097,Lake,1,152,725.2626953125,15433590.0,543787,1.33
36055,Monroe,1,190,724.8055419921875,15423862.0,599082,1.21
10003,New Castle,1,129,723.8048095703125,15402565.0,450477,1.61
25021,Norfolk,1,130,720.2760009765625,15327472.0,574797,1.25
48381,Randall,1,29,712.988037109375,15172385.0,109341,6.52
51013,Arlington,1,57,700.9743041992188,14916732.0,192709,3.64
42077,Lehigh,1,76,700.1338500976562,14898851.0,290864,2.41
12069,Lake,1,56,683.99853515625,14555488.0,322624,2.12
25013,Hampden,1,103,676.83447265625,14403038.0,365303,1.85
48441,Taylor,1,37,673.4720458984375,14331486.0,108832,6.19
42017,Bucks,1,142,672.6298828125,14313564.0,516115,1.3
01073,Jefferson,1,163,666.8687744140625,14190966.0,515654,1.29
45079,Richland,1,88,664.2608032226562,14135471.0,327912,2.03
35043,Sandoval,1,27,663.8397827148438,14126510.0,117926,5.63
48209,Hays,1,25,655.5217895507812,13949503.0,198459,3.3
04005,Coconino,1,28,654.9252319335938,13936806.0,115936,5.65
06017,El Dorado,1,42,654.7648315429688,13933396.0,154382,4.24
42071,Lancaster,1,98,641.7091674804688,13655573.0,426058,1.51
18003,Allen,1,96,640.0242309570312,13619715.0,289409,2.21
06025,Imperial,1,31,639.7564086914062,13614015.0,128203,4.99
45051,Horry,1,71,637.249755859375,13560673.0,305319,2.09
24003,Anne Arundel,1,103,633.4700317382812,13480242.0,457051,1.39
45019,Charleston,1,85,630.96240234375,13426881.0,333213,1.89
37081,Guilford,1,118,626.2205200195312,13325975.0,422662,1.48
20091,Johnson,1,127,625.5393676757812,13311478.0,468368,1.34
47093,Knox,1,112,620.912841796875,13213025.0,384726,1.61
39017,Butler,1,80,620.815673828125,13210958.0,298048,2.08
13089,DeKalb,1,144,619.9713745117188,13192990.0,586766,1.06
51710,Norfolk,1,77,619.81298828125,13189621.0,186947,3.32
06039,Madera,1,23,619.2278442382812,13177168.0,115343,5.37
12111,St. Lucie,1,43,617.7030029296875,13144720.0,277902,2.22
13067,Cobb,1,120,612.6480102539062,13037149.0,593070,1.03
53067,Thurston,1,49,610.759033203125,12996953.0,234047,2.61
34021,Mercer,1,77,610.2140502929688,12985356.0,299242,2.04
06031,Kings,1,27,601.9137573242188,12808726.0,111456,5.4
42079,Luzerne,1,103,599.967041015625,12767299.0,259927,2.31
48451,Tom Green,1,24,599.6717529296875,12761015.0,90818,6.6
51760,Richmond,1,66,595.194091796875,12665730.0,187532,3.17
48039,Brazoria,1,50,594.0693359375,12641796.0,282908,2.1
39093,Lorain,1,73,592.723388671875,12613154.0,246197,2.41
04003,Cochise,1,32,584.1922607421875,12431613.0,99244,5.89
48485,Wichita,1,36,581.5403442382812,12375179.0,100034,5.81
39151,Stark,1,86,565.9142456054688,12042657.0,292889,1.93
31109,Lancaster,1,74,553.1041259765625,11770055.0,250383,2.21
26161,Washtenaw,1,99,547.4078369140625,11648839.0,300686,1.82
47065,Hamilton,1,80,546.3202514648438,11625695.0,292393,1.87
47149,Rutherford,1,49,544.3239135742188,11583214.0,264421,2.06
40017,Canadian,1,29,544.1849365234375,11580254.0,120516,4.52
53035,Kitsap,1,54,542.1616821289062,11537200.0,221457,2.45
16055,Kootenai,1,25,534.1021118164062,11365691.0,137633,3.88
48375,Potter,1,33,533.1292724609375,11344992.0,85300,6.25
55009,Brown,1,54,524.5568237304688,11162569.0,206673,2.54
36001,Albany,1,75,521.259521484375,11092404.0,257941,2.02
05007,Benton,1,49,519.8305053710938,11061992.0,218751,2.38
48139,Ellis,1,31,518.6657104492188,11037206.0,149972,3.46
48187,Guadalupe,1,29,517.885498046875,11020603.0,134976,3.84
17089,Kane,1,82,514.4338989257812,10947153.0,390231,1.32
40031,Comanche,1,32,512.9645385742188,10915885.0,92616,5.54
53073,Whatcom,1,34,510.5256652832031,10863986.0,185313,2.75
06055,Napa,1,40,510.3869934082031,10861036.0,109047,4.68
45045,Greenville,1,111,510.15838623046875,10856170.0,413455,1.23
38017,Cass,1,33,509.52117919921875,10842611.0,146920,3.47
42043,Dauphin,1,65,508.7248229980469,10825664.0,222951,2.28
01089,Madison,1,73,505.2428894042969,10751569.0,310781,1.63
37051,Cumberland,1,67,504.0564880371094,10726323.0,252133,2.0
48245,Jefferson,1,72,503.2811279296875,10709822.0,191375,2.63
35045,San Juan,1,33,497.9660339355469,10596717.0,90428,5.51
33011,Hillsborough,1,85,496.429443359375,10564020.0,340184,1.46
51153,Prince William,1,82,493.9833984375,10511967.0,355514,1.39
55101,Racine,1,44,485.6157531738281,10333903.0,151746,3.2
48091,Comal,1,24,482.94488525390625,10277067.0,135761,3.56
36067,Onondaga,1,140,479.3636169433594,10200856.0,372016,1.29
18057,Hamilton,1,39,479.16064453125,10196538.0,264748,1.81
55133,Waukesha,1,86,478.3498229980469,10179286.0,322286,1.48
34001,Atlantic,1,69,477.0920715332031,10152520.0,217089,2.2
37129,New Hanover,1,43,473.6869812011719,10080060.0,189042,2.51
49005,Cache,1,26,470.9518127441406,10021854.0,96391,4.89
51510,Alexandria,1,38,462.56103515625,9843298.0,128076,3.61
41043,Linn,1,21,460.743408203125,9804619.0,100999,4.56
29077,Greene,1,62,459.60498046875,9780395.0,238041,1.93
30063,Missoula,1,20,458.82501220703125,9763795.0,97567,4.7
05119,Pulaski,1,94,456.52105712890625,9714769.0,305494,1.49
19113,Linn,1,45,453.97393798828125,9660565.0,177230,2.56
56021,Laramie,1,20,451.10809326171875,9599579.0,77791,5.8
34005,Burlington,1,114,448.1793212890625,9537255.0,368180,1.22
42049,Erie,1,71,446.2303466796875,9495782.0,213206,2.09
55059,Kenosha,1,35,445.99896240234375,9490857.0,131217,3.4
18141,St. Joseph,1,75,445.97607421875,9490372.0,209013,2.13
16019,Bonneville,1,21,443.0386962890625,9427865.0,88696,5.0
12083,Marion,1,61,439.9429016113281,9361984.0,314765,1.4
18157,Tippecanoe,1,37,437.56463623046875,9311376.0,148979,2.94
48367,Parker,1,19,433.9212646484375,9233844.0,118916,3.65
48251,Johnson,1,28,433.0627136230469,9215573.0,139921,3.1
25023,Plymouth,1,100,432.8163146972656,9210331.0,420468,1.03
53021,Franklin,1,12,429.54248046875,9140663.0,66970,6.41
17019,Champaign,1,43,429.20501708984375,9133484.0,166368,2.58
05143,Washington,1,32,426.5982360839844,9078011.0,191964,2.22
45063,Lexington,1,73,423.5910339355469,9014018.0,230910,1.83
13051,Chatham,1,69,421.41522216796875,8967716.0,235733,1.79
12005,Bay,1,43,421.37274169921875,8966812.0,143219,2.94
12033,Escambia,1,71,420.9118957519531,8957005.0,255373,1.65
42095,Northampton,1,68,420.0812683105469,8939330.0,254425,1.65
55139,Winnebago,1,41,414.19384765625,8814046.0,136375,3.04
42029,Chester,1,116,405.9596862792969,8638823.0,420196,0.97
48257,Kaufman,1,18,404.700439453125,8612025.0,114732,3.53
46099,Minnehaha,1,42,403.4769287109375,8585990.0,149421,2.7
27037,Dakota,1,95,399.7911682128906,8507557.0,335288,1.19
56025,Natrona,1,18,399.6881103515625,8505362.0,60699,6.58
16005,Bannock,1,22,396.09423828125,8428884.0,65948,6.01
30013,Cascade,1,22,394.5329895019531,8395661.0,65601,6.01
22055,Lafayette,1,42,394.0735778808594,8385886.0,185780,2.12
51107,Loudoun,1,64,388.81439208984375,8273970.0,311307,1.25
42129,Westmoreland,1,100,386.745849609375,8229951.5,288614,1.34
48423,Smith,1,40,382.7779541015625,8145515.5,180105,2.13
06101,Sutter,1,21,378.0882873535156,8045717.5,73803,5.12
39085,Lake,1,58,375.0842590332031,7981793.5,186724,2.01
55087,Outagamie,1,40,371.24053955078125,7899999.0,147114,2.52
53007,Chelan,1,14,370.05096435546875,7874685.0,61401,6.03
12053,Hernando,1,44,369.8524169921875,7870459.5,164146,2.25
26065,Ingham,1,78,368.0390930175781,7831872.0,226359,1.63
49045,Tooele,1,10,367.1694641113281,7813366.0,52486,7.0
48099,Coryell,1,18,366.9179382324219,7808013.5,64716,5.67
13245,Richmond,1,47,366.78790283203125,7805246.5,158585,2.31
12015,Charlotte,1,38,362.48040771484375,7713582.5,172013,2.11
48397,Rockwall,1,11,361.8517150878906,7700204.5,85697,4.22
42069,Lackawanna,1,59,361.68927001953125,7696747.5,171535,2.11
16083,Twin Falls,1,14,358.10345458984375,7620442.0,67514,5.3
36071,Orange,1,79,354.64990234375,7546950.5,300100,1.18
18163,Vanderburgh,1,48,354.199951171875,7537375.5,140749,2.52
46103,Pennington,1,23,354.083251953125,7534891.5,87162,4.06
42041,Cumberland,1,49,351.9127502441406,7488703.5,210294,1.67
26139,Ottawa,1,53,348.8146667480469,7422776.0,228953,1.52
17113,McLean,1,41,344.4875793457031,7330696.0,134203,2.57
06115,Yuba,1,14,341.2239990234375,7261246.5,60439,5.65
51700,Newport News,1,44,340.9422302246094,7255251.0,141720,2.41
01097,Mobile,1,114,338.2669677734375,7198320.5,316486,1.07
22019,Calcasieu,1,42,336.9850158691406,7171041.0,156293,2.16
35061,Valencia,1,18,333.8885498046875,7105149.0,59681,5.59
55063,La Crosse,1,25,332.5022888183594,7075649.5,96670,3.44
12091,Okaloosa,1,41,332.07098388671875,7066470.5,165844,2.0
41071,Yamhill,1,17,331.4876708984375,7054056.5,84968,3.9
12109,St. Johns,1,39,327.5937194824219,6971194.5,228898,1.43
22103,St. Tammany,1,42,324.3897399902344,6903013.5,205274,1.58
12119,Sumter,1,18,324.051025390625,6895806.0,127767,2.54
29019,Boone,1,29,323.7371520996094,6889126.0,148102,2.19
21117,Kenton,1,41,322.8669128417969,6870607.5,129828,2.49
08014,Broomfield,1,15,318.5509338378906,6778764.0,59265,5.38
12085,Martin,1,34,317.7640686035156,6762018.5,134388,2.36
01101,Montgomery,1,65,316.07427978515625,6726060.5,172489,1.83
36087,Rockland,1,65,314.75726318359375,6698035.0,239203,1.32
17201,Winnebago,1,76,311.7407531738281,6633843.0,216539,1.44
41033,Josephine,1,16,311.0168762207031,6618440.0,71081,4.38
23005,Cumberland,1,66,310.684326171875,6611362.0,250163,1.24
01125,Tuscaloosa,1,47,304.2206115722656,6473814.0,185617,1.64
48181,Grayson,1,26,303.43170166015625,6457026.5,106228,2.86
41003,Benton,1,18,301.4109802246094,6414026.5,81184,3.71
51550,Chesapeake,1,41,301.2437744140625,6410467.0,190053,1.59
13215,Muscogee,1,53,297.857177734375,6338400.0,153256,1.94
34015,Gloucester,1,63,297.69805908203125,6335016.0,239327,1.24
45083,Spartanburg,1,69,296.4088439941406,6307580.5,258968,1.14
26049,Genesee,1,129,295.3871154785156,6285837.5,313660,0.94
37063,Durham,1,59,295.3619079589844,6285300.5,263055,1.12
51650,Hampton,1,33,293.11700439453125,6237529.5,107751,2.72
54039,Kanawha,1,53,291.7083435058594,6207554.0,142591,2.05
12019,Clay,1,30,290.6296691894531,6184599.5,172120,1.69
12001,Alachua,1,56,288.9391784667969,6148626.0,231412,1.25
53057,Skagit,1,29,288.7395324707031,6144378.0,102843,2.81
12061,Indian River,1,29,287.8139343261719,6124681.0,138881,2.07
41053,Polk,1,12,287.59039306640625,6119924.0,68991,4.17
34027,Morris,1,100,285.10711669921875,6067078.5,404214,0.71
17119,Madison,1,61,283.79241943359375,6039102.0,207647,1.37
22017,Caddo,1,63,280.7440490722656,5974234.0,177857,1.58
37067,Forsyth,1,93,280.00714111328125,5958552.0,298526,0.94
28047,Harrison,1,45,275.3143615722656,5858689.0,159530,1.73
27003,Anoka,1,83,273.74102783203125,5825209.5,279615,0.98
12073,Leon,1,68,273.3241271972656,5816337.0,240404,1.14
32510,Carson City,1,13,272.0203857421875,5788593.5,46595,5.84
39165,Warren,1,33,271.05078125,5767961.0,187159,1.45
53071,Walla Walla,1,12,268.718994140625,5718340.0,49217,5.46
53015,Cowlitz,1,24,267.46044921875,5691558.5,86297,3.1
51087,Henrico,1,63,266.8576965332031,5678732.0,260169,1.03
18039,Elkhart,1,36,266.4049072265625,5669096.5,149701,1.78
18105,Monroe,1,31,265.2519226074219,5644561.5,117497,2.26
48231,Hunt,1,19,264.18914794921875,5621945.0,79382,3.33
47125,Montgomery,1,39,263.366455078125,5604437.5,166727,1.58
27137,St. Louis,1,66,263.0322570800781,5597327.0,162534,1.62
45015,Berkeley,1,44,261.7340087890625,5569699.5,181906,1.44
22109,Terrebonne,1,21,260.3311462402344,5539846.5,80194,3.25
36063,Niagara,1,60,259.1791687011719,5515333.0,169105,1.53
31153,Sarpy,1,43,258.9610595703125,5510691.5,142235,1.82
55105,Rock,1,38,258.94464111328125,5510342.0,126772,2.04
06069,San Benito,1,11,251.5059356689453,5352047.0,49236,5.11
39099,Mahoning,1,70,247.9992218017578,5277423.5,180910,1.37
29047,Clay,1,44,247.9683380126953,5276766.0,194751,1.27
18081,Johnson,1,22,247.9071044921875,5275463.0,123924,2.0
12035,Flagler,1,20,246.93359375,5254746.5,101832,2.42
55117,Sheboygan,1,26,245.4843292236328,5223906.5,92152,2.66
19103,Johnson,1,24,244.3540496826172,5199854.5,124605,1.96
01081,Lee,1,27,242.22796630859375,5154610.5,140096,1.73
18063,Hendricks,1,21,241.29739379882812,5134808.0,135169,1.79
38015,Burleigh,1,19,240.69973754882812,5122090.5,75733,3.18
36007,Broome,1,55,240.5230255126953,5118330.0,159585,1.51
39173,Wood,1,28,239.7323760986328,5101505.5,104913,2.29
39041,Delaware,1,35,239.62548828125,5099231.0,165286,1.45
50007,Chittenden,1,34,239.12840270996094,5088652.5,139407,1.72
39057,Greene,1,35,239.1269989013672,5088622.5,133637,1.79
40047,Garfield,1,12,237.88169860839844,5062122.0,46106,5.16
39089,Licking,1,32,237.35427856445312,5050899.0,138851,1.71
26077,Kalamazoo,1,57,235.52017211914062,5011869.5,205174,1.15
42125,Washington,1,59,231.7091827392578,4930770.5,168523,1.37
13063,Clayton,1,49,229.81704711914062,4890507.0,217282,1.06
36093,Schenectady,1,43,229.057373046875,4874341.0,125159,1.83
36065,Oneida,1,71,228.4318084716797,4861029.0,180103,1.27
45091,York,1,46,228.23146057128906,4856765.0,219639,1.04
34009,Cape May,1,32,226.64059448242188,4822911.5,78717,2.88
42007,Beaver,1,51,225.40867614746094,4796697.0,134458,1.68
05131,Sebastian,1,26,224.06419372558594,4768086.0,97738,2.29
24021,Frederick,1,61,223.64505004882812,4759166.5,214766,1.04
24027,Howard,1,55,223.23179626464844,4750373.0,253643,0.88
54011,Cabell,1,29,223.03370666503906,4746157.0,74835,2.98
44003,Kent,1,38,222.8162384033203,4741530.0,139423,1.6
17163,St. Clair,1,60,222.51414489746094,4735101.0,195450,1.14
47187,Williamson,1,37,222.26388549804688,4729776.0,187765,1.18
49003,Box Elder,1,11,221.58493041992188,4715327.0,41257,5.37
01117,Shelby,1,47,220.89511108398438,4700647.5,174730,1.26
34035,Somerset,1,68,219.2024383544922,4664627.5,272106,0.81
26147,St. Clair,1,49,218.60614013671875,4651939.0,127249,1.72
39045,Fairfield,1,28,217.44781494140625,4627289.5,122691,1.77
20177,Shawnee,1,43,216.8035430908203,4613579.5,136774,1.59
27109,Olmsted,1,33,215.48204040527344,4585457.5,123866,1.74
