GEOID,name,tracts,preventable_cases,avoided_cost,adult_population,preventable_per_1000_adults
13089,DeKalb,1,2851.15380859375,60672552.0,586766,4.86
34017,Hudson,1,2822.89013671875,60071104.0,568180,4.97
17197,Will,1,2712.666259765625,57725536.0,530845,5.11
17097,Lake,1,2706.54931640625,57595368.0,543787,4.98
08059,Jefferson,1,2694.95751953125,57348700.0,470425,5.73
47093,Knox,1,2694.27099609375,57334088.0,384726,7.0
12009,Brevard,1,2690.677734375,57257628.0,507778,5.3
39153,Summit,1,2683.42041015625,57103184.0,426041,6.3
24510,Baltimore,1,2669.239501953125,56801416.0,456699,5.84
24033,Prince George's,1,2628.096923828125,55925900.0,743108,3.54
53011,Clark,1,2623.59375,55830080.0,392420,6.69
55025,Dane,1,2611.66748046875,55576276.0,451869,5.78
12127,Volusia,1,2585.195068359375,55012944.0,468769,5.51
34025,Monmouth,1,2555.64892578125,54384212.0,508148,5.03
22033,East Baton Rouge,1,2524.389892578125,53719016.0,349987,7.21
08001,Adams,1,2516.64453125,53554188.0,391408,6.43
25005,Bristol,1,2507.392822265625,53357324.0,458549,5.47
06099,Stanislaus,1,2502.325439453125,53249480.0,403935,6.19
36067,Onondaga,1,2494.93310546875,53092176.0,372016,6.71
06081,San Mateo,1,2494.512939453125,53083236.0,597036,4.18
37081,Guilford,1,2485.817626953125,52898200.0,422662,5.88
20091,Johnson,1,2477.40283203125,52719136.0,468368,5.29
42045,Delaware,1,2475.33349609375,52675104.0,448836,5.52
41039,Lane,1,2451.667236328125,52171488.0,314593,7.79
24003,Anne Arundel,1,2425.756591796875,51620104.0,457051,5.31
34007,Camden,1,2422.762939453125,51556400.0,404536,5.99
31055,Douglas,1,2415.626220703125,51404528.0,436245,5.54
42071,Lancaster,1,2396.724365234375,51002300.0,426058,5.63
18089,Lake,1,2377.9140625,50602008.0,382434,6.22
20173,Sedgwick,1,2375.69580078125,50554812.0,392631,6.05
25013,Hampden,1,2313.3486328125,49228060.0,365303,6.33
06097,Sonoma,1,2265.760498046875,48215388.0,391704,5.78
32031,Washoe,1,2222.314208984375,47290848.0,388530,5.72
41005,Clackamas,1,2207.8154296875,46982312.0,333294,6.62
22051,Jefferson,1,2199.64892578125,46808528.0,335494,6.56
10003,New Castle,1,2182.348388671875,46440372.0,450477,4.84
34039,Union,1,2153.4130859375,45824632.0,437773,4.92
39095,Lucas,1,2140.998291015625,45560436.0,330439,6.48
25023,Plymouth,1,2137.3642578125,45483112.0,420468,5.08
29183,St. Charles,1,2131.828125,45365296.0,316288,6.74
42029,Chester,1,2124.96484375,45219244.0,420196,5.06
26161,Washtenaw,1,2098.37548828125,44653432.0,300686,6.98
42133,York,1,2097.657470703125,44638156.0,358282,5.85
45045,Greenville,1,2095.88330078125,44600396.0,413455,5.07
41047,Marion,1,2076.815185546875,44194632.0,263662,7.88
51810,Virginia Beach,1,2071.797607421875,44087860.0,356060,5.82
19153,Polk,1,2071.621337890625,44084104.0,375057,5.52
27037,Dakota,1,2058.503662109375,43804956.0,335288,6.14
08069,Larimer,1,2049.5732421875,43614924.0,295565,6.93
22071,Orleans,1,2043.4197998046875,43483972.0,301614,6.77
26049,Genesee,1,2014.89013671875,42876860.0,313660,6.42
12115,Sarasota,1,2001.1234130859375,42583912.0,385947,5.18
36085,Richmond,1,1971.6778564453125,41957304.0,385391,5.12
04021,Pinal,1,1970.840576171875,41939492.0,351626,5.6
47149,Rutherford,1,1966.670654296875,41850752.0,264421,7.44
17089,Kane,1,1958.4140625,41675056.0,390231,5.02
12117,Seminole,1,1953.65478515625,41573776.0,376507,5.19
06107,Tulare,1,1939.7489013671875,41277860.0,332659,5.83
06083,Santa Barbara,1,1932.7857666015625,41129672.0,344367,5.61
34005,Burlington,1,1925.7244873046875,40979416.0,368180,5.23
01097,Mobile,1,1920.19921875,40861840.0,316486,6.07
05119,Pulaski,1,1911.3145751953125,40672772.0,305494,6.26
42011,Berks,1,1866.564208984375,39720484.0,334868,5.57
48027,Bell,1,1865.6702880859375,39701464.0,274805,6.79
33011,Hillsborough,1,1844.7659912109375,39256620.0,340184,5.42
34031,Passaic,1,1839.866455078125,39152356.0,395435,4.65
47065,Hamilton,1,1835.96240234375,39069280.0,292393,6.28
39017,Butler,1,1833.406005859375,39014880.0,298048,6.15
01089,Madison,1,1829.834716796875,38938880.0,310781,5.89
37067,Forsyth,1,1824.246826171875,38819976.0,298526,6.11
18003,Allen,1,1822.9764404296875,38792936.0,289409,6.3
06095,Solano,1,1807.6875,38467592.0,351400,5.14
12081,Manatee,1,1800.661376953125,38318072.0,342333,5.26
45079,Richland,1,1799.3582763671875,38290344.0,327912,5.49
08013,Boulder,1,1791.526123046875,38123672.0,269185,6.66
49011,Davis,1,1789.179931640625,38073744.0,253678,7.05
06053,Monterey,1,1782.415283203125,37929796.0,322633,5.52
45051,Horry,1,1772.505859375,37718924.0,305319,5.81
29510,St. Louis,1,1771.866455078125,37705316.0,238700,7.42
21067,Fayette,1,1764.6754150390625,37552292.0,253380,6.96
39151,Stark,1,1757.7137451171875,37404148.0,292889,6.0
06061,Placer,1,1755.0054931640625,37346516.0,321825,5.45
34027,Morris,1,1754.432861328125,37334332.0,404214,4.34
12069,Lake,1,1749.914794921875,37238188.0,322624,5.42
45019,Charleston,1,1745.150390625,37136800.0,333213,5.24
12083,Marion,1,1741.4755859375,37058596.0,314765,5.53
37051,Cumberland,1,1734.9345703125,36919408.0,252133,6.88
40027,Cleveland,1,1734.4833984375,36909800.0,235766,7.36
48303,Lubbock,1,1733.0948486328125,36880256.0,240399,7.21
29077,Greene,1,1724.0284423828125,36687324.0,238041,7.24
51153,Prince William,1,1709.638916015625,36381112.0,355514,4.81
48061,Cameron,1,1694.7208251953125,36063656.0,299901,5.65
48355,Nueces,1,1691.0845947265625,35986280.0,268391,6.3
27003,Anoka,1,1682.4241943359375,35801988.0,279615,6.02
55133,Waukesha,1,1681.4068603515625,35780336.0,322286,5.22
48167,Galveston,1,1671.0609130859375,35560176.0,270087,6.19
53067,Thurston,1,1653.039794921875,35176684.0,234047,7.06
42077,Lehigh,1,1644.4676513671875,34994272.0,290864,5.65
18057,Hamilton,1,1635.1607666015625,34796224.0,264748,6.18
12097,Osceola,1,1630.40185546875,34694948.0,309159,5.27
48039,Brazoria,1,1620.7032470703125,34488564.0,282908,5.73
36001,Albany,1,1619.1641845703125,34455816.0,257941,6.28
34021,Mercer,1,1592.245361328125,33882980.0,299242,5.32
26065,Ingham,1,1572.51123046875,33463036.0,226359,6.95
36071,Orange,1,1556.97021484375,33132324.0,300100,5.19
08035,Douglas,1,1530.4234619140625,32567412.0,279823,5.47
45083,Spartanburg,1,1517.8997802734375,32300910.0,258968,5.86
08123,Weld,1,1508.6895751953125,32104912.0,253176,5.96
12021,Collier,1,1502.931884765625,31982392.0,324044,4.64
51107,Loudoun,1,1483.138916015625,31561194.0,311307,4.76
12111,St. Lucie,1,1478.354248046875,31459378.0,277902,5.32
12033,Escambia,1,1450.4024658203125,30864566.0,255373,5.68
42129,Westmoreland,1,1438.48681640625,30610996.0,288614,4.98
45063,Lexington,1,1432.194091796875,30477092.0,230910,6.2
53035,Kitsap,1,1423.630615234375,30294860.0,221457,6.43
22055,Lafayette,1,1421.5322265625,30250206.0,185780,7.65
51041,Chesterfield,1,1415.178466796875,30114998.0,283089,5.0
39093,Lorain,1,1413.639892578125,30082258.0,246197,5.74
41029,Jackson,1,1409.4931640625,29994012.0,177109,7.96
48309,McLennan,1,1401.4951171875,29823812.0,199939,7.01
05007,Benton,1,1400.6182861328125,29805156.0,218751,6.4
22103,St. Tammany,1,1399.1268310546875,29773420.0,205274,6.82
49057,Weber,1,1398.1744384765625,29753156.0,194087,7.2
42079,Luzerne,1,1392.2315673828125,29626686.0,259927,5.36
48041,Brazos,1,1391.90087890625,29619650.0,189739,7.34
37063,Durham,1,1384.9090576171875,29470864.0,263055,5.26
53073,Whatcom,1,1383.93408203125,29450112.0,185313,7.47
26139,Ottawa,1,1383.1883544921875,29434250.0,228953,6.04
42095,Northampton,1,1375.891357421875,29278968.0,254425,5.41
31109,Lancaster,1,1367.5211181640625,29100852.0,250383,5.46
05143,Washington,1,1362.29443359375,28989626.0,191964,7.1
18141,St. Joseph,1,1361.631591796875,28975518.0,209013,6.51
23005,Cumberland,1,1350.78076171875,28744616.0,250163,5.4
51087,Henrico,1,1345.23828125,28626668.0,260169,5.17
12073,Leon,1,1333.50732421875,28377034.0,240404,5.55
34015,Gloucester,1,1323.720703125,28168776.0,239327,5.53
06079,San Luis Obispo,1,1303.65576171875,27741806.0,231922,5.62
13051,Chatham,1,1287.0386962890625,27388182.0,235733,5.46
27163,Washington,1,1282.3551025390625,27288516.0,206480,6.21
37021,Buncombe,1,1270.668212890625,27039820.0,222651,5.71
26077,Kalamazoo,1,1270.0369873046875,27026386.0,205174,6.19
48209,Hays,1,1268.1934814453125,26987158.0,198459,6.39
37129,New Hanover,1,1257.8990478515625,26768092.0,189042,6.65
42043,Dauphin,1,1257.21728515625,26753584.0,222951,5.64
36027,Dutchess,1,1254.6971435546875,26699952.0,241802,5.19
17111,McHenry,1,1251.8480224609375,26639328.0,239710,5.22
12001,Alachua,1,1235.2880859375,26286928.0,231412,5.34
36087,Rockland,1,1229.7578125,26169248.0,239203,5.14
34035,Somerset,1,1222.224609375,26008936.0,272106,4.49
29047,Clay,1,1221.80908203125,26000100.0,194751,6.27
04025,Yavapai,1,1221.1187744140625,25985410.0,203933,5.99
17201,Winnebago,1,1207.291748046875,25691170.0,216539,5.58
16027,Canyon,1,1201.7015380859375,25572212.0,176576,6.81
47125,Montgomery,1,1196.1370849609375,25453796.0,166727,7.17
33015,Rockingham,1,1191.5841064453125,25356908.0,257607,4.63
22019,Calcasieu,1,1190.3603515625,25330872.0,156293,7.62
24027,Howard,1,1189.344970703125,25309260.0,253643,4.69
55009,Brown,1,1187.236083984375,25264384.0,206673,5.74
12109,St. Johns,1,1180.497314453125,25120982.0,228898,5.16
53077,Yakima,1,1176.3636474609375,25033016.0,181508,6.48
51760,Richmond,1,1171.1429443359375,24921920.0,187532,6.25
22017,Caddo,1,1168.8389892578125,24872894.0,177857,6.57
48479,Webb,1,1164.8172607421875,24787308.0,182995,6.37
42041,Cumberland,1,1164.0711669921875,24771436.0,210294,5.54
48423,Smith,1,1162.5191650390625,24738406.0,180105,6.45
45091,York,1,1156.84619140625,24617686.0,219639,5.27
06087,Santa Cruz,1,1156.333740234375,24606780.0,216119,5.35
42049,Erie,1,1156.1802978515625,24603518.0,213206,5.42
34001,Atlantic,1,1153.6138916015625,24548902.0,217089,5.31
51013,Arlington,1,1142.500732421875,24312418.0,192709,5.93
06047,Merced,1,1142.156494140625,24305094.0,202355,5.64
25001,Barnstable,1,1131.712158203125,24082836.0,196898,5.75
53005,Benton,1,1131.305419921875,24074178.0,154720,7.31
39099,Mahoning,1,1130.5374755859375,24057840.0,180910,6.25
51710,Norfolk,1,1122.3876953125,23884410.0,186947,6.0
17119,Madison,1,1116.4833984375,23758768.0,207647,5.38
47187,Williamson,1,1113.9320068359375,23704472.0,187765,5.93
41017,Deschutes,1,1109.8692626953125,23618016.0,163750,6.78
48245,Jefferson,1,1103.823974609375,23489374.0,191375,5.77
24025,Harford,1,1084.3111572265625,23074140.0,203719,5.32
01125,Tuscaloosa,1,1083.365966796875,23054030.0,185617,5.84
36063,Niagara,1,1081.43408203125,23012918.0,169105,6.4
29099,Jefferson,1,1076.686279296875,22911886.0,176231,6.11
13057,Cherokee,1,1072.5396728515625,22823644.0,210602,5.09
01003,Baldwin,1,1067.68603515625,22720358.0,188817,5.65
24021,Frederick,1,1066.762939453125,22700718.0,214766,4.97
06007,Butte,1,1058.07958984375,22515936.0,166535,6.35
29019,Boone,1,1055.6787109375,22464844.0,148102,7.13
36065,Oneida,1,1048.683837890625,22315988.0,180103,5.82
51550,Chesapeake,1,1047.060302734375,22281442.0,190053,5.51
37025,Cabarrus,1,1040.22021484375,22135886.0,172577,6.03
39085,Lake,1,1028.663330078125,21889954.0,186724,5.51
37071,Gaston,1,1024.7606201171875,21806908.0,179258,5.72
04015,Mohave,1,1024.0633544921875,21792062.0,181878,5.63
35013,Doña Ana,1,1020.6383666992188,21719180.0,169534,6.02
13063,Clayton,1,1014.1746826171875,21581636.0,217282,4.67
39165,Warren,1,1010.5377197265625,21504240.0,187159,5.4
18039,Elkhart,1,1006.57958984375,21420012.0,149701,6.72
47165,Sumner,1,1004.0014038085938,21365150.0,153775,6.53
28047,Harrison,1,995.8629760742188,21191966.0,159530,6.24
48139,Ellis,1,994.0068359375,21152466.0,149972,6.63
30111,Yellowstone,1,986.8143920898438,20999414.0,128498,7.68
17163,St. Clair,1,983.10693359375,20920514.0,195450,5.03
18163,Vanderburgh,1,982.4920654296875,20907432.0,140749,6.98
42069,Lackawanna,1,982.2825317382812,20902972.0,171535,5.73
36007,Broome,1,980.7412719726562,20870174.0,159585,6.15
19113,Linn,1,979.319580078125,20839920.0,177230,5.53
12019,Clay,1,977.7482299804688,20806482.0,172120,5.68
27137,St. Louis,1,976.4215087890625,20778250.0,162534,6.01
01117,Shelby,1,974.4906616210938,20737162.0,174730,5.58
06041,Marin,1,973.6156005859375,20718540.0,207753,4.69
49053,Washington,1,971.2632446289062,20668484.0,142689,6.81
13151,Henry,1,968.0673828125,20600476.0,183468,5.28
06113,Yolo,1,961.16259765625,20453542.0,173144,5.55
18157,Tippecanoe,1,960.4393310546875,20438150.0,148979,6.45
37179,Union,1,954.3714599609375,20309026.0,181266,5.27
01101,Montgomery,1,948.849853515625,20191526.0,172489,5.5
13245,Richmond,1,947.5451049804688,20163760.0,158585,5.97
17019,Champaign,1,942.3404541015625,20053006.0,166368,5.66
37101,Johnston,1,941.616943359375,20037608.0,169671,5.55
06017,El Dorado,1,937.6565551757812,19953332.0,154382,6.07
48251,Johnson,1,931.119140625,19814214.0,139921,6.65
20177,Shawnee,1,928.853759765625,19766010.0,136774,6.79
37133,Onslow,1,926.0809326171875,19707002.0,157766,5.87
13215,Muscogee,1,926.0313110351562,19705946.0,153256,6.04
39155,Trumbull,1,925.0934448242188,19685990.0,159837,5.79
21117,Kenton,1,924.6102294921875,19675706.0,129828,7.12
12053,Hernando,1,921.940185546875,19618888.0,164146,5.62
47163,Sullivan,1,920.8681640625,19596076.0,129064,7.13
55101,Racine,1,919.4163818359375,19565178.0,151746,6.06
45015,Berkeley,1,917.8096923828125,19530988.0,181906,5.05
28049,Hinds,1,916.80810546875,19509676.0,169818,5.4
39025,Clermont,1,914.4925537109375,19460402.0,162832,5.62
36091,Saratoga,1,898.7550048828125,19125506.0,191168,4.7
12015,Charlotte,1,898.6159057617188,19122548.0,172013,5.22
12091,Okaloosa,1,898.110107421875,19111784.0,165844,5.42
13117,Forsyth,1,898.0197143554688,19109860.0,191875,4.68
44003,Kent,1,895.01171875,19045848.0,139423,6.42
06089,Shasta,1,869.0633544921875,18493664.0,142150,6.11
18081,Johnson,1,868.2611694335938,18476596.0,123924,7.01
26093,Livingston,1,867.771728515625,18466184.0,154983,5.6
45007,Anderson,1,866.8665161132812,18446920.0,160100,5.41
04027,Yuma,1,859.31396484375,18286202.0,156074,5.51
50007,Chittenden,1,857.8902587890625,18255902.0,139407,6.15
12005,Bay,1,855.6432495117188,18208092.0,143219,5.97
23031,York,1,854.7325439453125,18188708.0,175891,4.86
16055,Kootenai,1,854.5172729492188,18184124.0,137633,6.21
08077,Mesa,1,853.5724487304688,18164024.0,124509,6.86
36111,Ulster,1,853.0317993164062,18152518.0,150473,5.67
42125,Washington,1,850.1659545898438,18091534.0,168523,5.04
10005,Sussex,1,849.469482421875,18076710.0,202330,4.2
28033,DeSoto,1,849.08447265625,18068516.0,141087,6.02
22063,Livingston,1,845.7957763671875,17998536.0,107980,7.83
08101,Pueblo,1,845.2907104492188,17987788.0,131581,6.42
38017,Cass,1,844.7243041992188,17975734.0,146920,5.75
26145,Saginaw,1,842.3984985351562,17926240.0,148509,5.67
48187,Guadalupe,1,838.3892822265625,17840924.0,134976,6.21
48091,Comal,1,831.93017578125,17703474.0,135761,6.13
37001,Alamance,1,830.062255859375,17663724.0,135505,6.13
55087,Outagamie,1,826.9664916992188,17597848.0,147114,5.62
18105,Monroe,1,825.8043823242188,17573114.0,117497,7.03
01081,Lee,1,824.9104614257812,17554096.0,140096,5.89
26147,St. Clair,1,821.9249267578125,17490562.0,127249,6.46
54039,Kanawha,1,817.1376953125,17388690.0,142591,5.73
48367,Parker,1,814.79296875,17338796.0,118916,6.85
46099,Minnehaha,1,814.0944213867188,17323930.0,149421,5.45
55059,Kenosha,1,809.7862548828125,17232252.0,131217,6.17
35049,Santa Fe,1,807.152587890625,17176208.0,129599,6.23
39041,Delaware,1,805.6939697265625,17145168.0,165286,4.87
26121,Muskegon,1,805.36474609375,17138162.0,135566,5.94
37097,Iredell,1,801.9652099609375,17065820.0,148652,5.39
51700,Newport News,1,799.3138427734375,17009398.0,141720,5.64
55139,Winnebago,1,798.2526245117188,16986816.0,136375,5.85
39089,Licking,1,795.8571166992188,16935840.0,138851,5.73
12017,Citrus,1,795.4390869140625,16926944.0,135185,5.88
48257,Kaufman,1,793.6416015625,16888694.0,114732,6.92
17167,Sangamon,1,790.4651489257812,16821098.0,152237,5.19
37057,Davidson,1,790.3464965820312,16818572.0,133783,5.91
13139,Hall,1,787.96923828125,16767986.0,158032,4.99
18063,Hendricks,1,787.6885986328125,16762012.0,135169,5.83
55105,Rock,1,787.0921630859375,16749321.0,126772,6.21
37035,Catawba,1,785.068359375,16706255.0,126620,6.2
22073,Ouachita,1,784.75927734375,16699677.0,119617,6.56
47179,Washington,1,784.7487182617188,16699452.0,109346,7.18
39103,Medina,1,783.06396484375,16663601.0,143394,5.46
47189,Wilson,1,782.1768798828125,16644725.0,117540,6.65
12113,Santa Rosa,1,775.87451171875,16510611.0,151168,5.13
18127,Porter,1,775.4219970703125,16500980.0,136507,5.68
37147,Pitt,1,775.4002075195312,16500516.0,135229,5.73
40017,Canadian,1,769.2348022460938,16369316.0,120516,6.38
47009,Blount,1,765.343017578125,16286499.0,110277,6.94
27145,Stearns,1,764.928955078125,16277687.0,121789,6.28
41043,Linn,1,764.3264770507812,16264868.0,100999,7.57
48135,Ector,1,763.8261108398438,16254223.0,113701,6.72
17113,McLean,1,758.96875,16150854.0,134203,5.66
24043,Washington,1,756.7940673828125,16104576.0,121129,6.25
48329,Midland,1,755.359375,16074048.0,121782,6.2
42027,Centre,1,755.2003784179688,16070664.0,134702,5.61
13153,Houston,1,754.2774047851562,16051025.0,124123,6.08
45003,Aiken,1,753.804931640625,16040969.0,134885,5.59
05131,Sebastian,1,753.3031005859375,16030290.0,97738,7.71
36093,Schenectady,1,751.4840698242188,15991581.0,125159,6.0
42019,Butler,1,750.1815795898438,15963862.0,157715,4.76
48181,Grayson,1,746.3363037109375,15882036.0,106228,7.03
48381,Randall,1,745.0787963867188,15855278.0,109341,6.81
22105,Tangipahoa,1,741.9754638671875,15789237.0,102002,7.27
39057,Greene,1,733.1639404296875,15601730.0,133637,5.49
37019,Brunswick,1,730.7825927734375,15551054.0,124942,5.85
27109,Olmsted,1,730.2246704101562,15539182.0,123866,5.9
05045,Faulkner,1,726.4368896484375,15458578.0,97283,7.47
45013,Beaufort,1,725.7083129882812,15443073.0,157927,4.6
21227,Warren,1,723.9088745117188,15404780.0,105274,6.88
26115,Monroe,1,722.7876586914062,15380921.0,122323,5.91
48441,Taylor,1,721.4942016601562,15353398.0,108832,6.63
48485,Wichita,1,718.5447998046875,15290632.0,100034,7.18
26075,Jackson,1,716.5459594726562,15248099.0,126373,5.67
30063,Missoula,1,715.6912841796875,15229909.0,97567,7.34
42055,Franklin,1,713.5918579101562,15185236.0,121987,5.85
28121,Rankin,1,711.5881958007812,15142595.0,122477,5.81
04005,Coconino,1,709.7601318359375,15103689.0,115936,6.12
21015,Boone,1,709.5528564453125,15099285.0,102139,6.95
17143,Peoria,1,708.6991577148438,15081118.0,136775,5.18
49005,Cache,1,707.4918823242188,15055426.0,96391,7.34
22079,Rapides,1,701.3904418945312,14925589.0,96239,7.29
40031,Comanche,1,699.7407836914062,14890486.0,92616,7.56
42007,Beaver,1,699.204833984375,14879078.0,134458,5.2
31153,Sarpy,1,698.5528564453125,14865205.0,142235,4.91
51510,Alexandria,1,696.83740234375,14828700.0,128076,5.44
20209,Wyandotte,1,696.7178955078125,14826155.0,121089,5.75
39045,Fairfield,1,696.29150390625,14817082.0,122691,5.68
53057,Skagit,1,690.0966796875,14685256.0,102843,6.71
13223,Paulding,1,690.0598754882812,14684475.0,129492,5.33
24013,Carroll,1,688.480712890625,14650870.0,135952,5.06
39133,Portage,1,687.671142578125,14633641.0,131750,5.22
12061,Indian River,1,686.2332763671875,14603043.0,138881,4.94
23019,Penobscot,1,685.2481689453125,14582080.0,126184,5.43
28059,Jackson,1,679.6951293945312,14463912.0,111178,6.11
35043,Sandoval,1,677.4542846679688,14416227.0,117926,5.74
25015,Hampshire,1,677.0068969726562,14406707.0,133246,5.08
13059,Clarke,1,673.1170654296875,14323931.0,107331,6.27
