GEOID,name,tracts,preventable_cases,avoided_cost,adult_population,preventable_per_1000_adults
06111,Ventura,1,3350.632080078125,71301448.0,652464,5.14
48157,Fort Bend,1,3319.4580078125,70638072.0,628018,5.29
06075,San Francisco,1,3288.571533203125,69980808.0,721593,4.56
12105,Polk,1,3279.224365234375,69781896.0,592991,5.53
34013,Essex,1,3258.23193359375,69335176.0,651811,5.0
48339,Montgomery,1,3136.871337890625,66752616.0,483927,6.48
41067,Washington,1,3040.30810546875,64697760.0,468240,6.49
27123,Ramsey,1,3030.08447265625,64480200.0,417993,7.25
25021,Norfolk,1,3019.874267578125,64262932.0,574797,5.25
01073,Jefferson,1,3019.241455078125,64249464.0,515654,5.86
42017,Bucks,1,2997.193359375,63780272.0,516115,5.81
13067,Cobb,1,2977.995361328125,63371740.0,593070,5.02
34029,Ocean,1,2966.199462890625,63120712.0,485435,6.11
08005,Arapahoe,1,2965.556396484375,63107040.0,505658,5.86
39113,Montgomery,1,2928.232421875,62312788.0,416417,7.03
16001,Ada,1,2909.17431640625,61907228.0,393981,7.38
12101,Pasco,1,2906.363525390625,61847416.0,469214,6.19
13089,DeKalb,1,2885.349365234375,61400240.0,586766,4.92
06077,San Joaquin,1,2866.288330078125,60994612.0,578486,4.95
34017,Hudson,1,2858.18505859375,60822180.0,568180,5.03
55025,Dane,1,2819.341064453125,59995580.0,451869,6.24
47093,Knox,1,2778.6494140625,59129652.0,384726,7.22
17197,Will,1,2768.309326171875,58909620.0,530845,5.21
17097,Lake,1,2740.6240234375,58320484.0,543787,5.04
39153,Summit,1,2737.82763671875,58260976.0,426041,6.43
12009,Brevard,1,2734.852294921875,58197656.0,507778,5.39
08059,Jefferson,1,2703.343505859375,57527148.0,470425,5.75
24510,Baltimore,1,2687.8349609375,57197128.0,456699,5.89
24033,Prince George's,1,2682.443115234375,57082396.0,743108,3.61
53011,Clark,1,2675.60546875,56936888.0,392420,6.82
34025,Monmouth,1,2656.74462890625,56535528.0,508148,5.23
12127,Volusia,1,2648.905029296875,56368704.0,468769,5.65
25005,Bristol,1,2622.5634765625,55808144.0,458549,5.72
36067,Onondaga,1,2569.30517578125,54674812.0,372016,6.91
22033,East Baton Rouge,1,2557.9443359375,54433056.0,349987,7.31
37081,Guilford,1,2538.523681640625,54019784.0,422662,6.01
08001,Adams,1,2524.013427734375,53711012.0,391408,6.45
42045,Delaware,1,2514.7861328125,53514648.0,448836,5.6
06081,San Mateo,1,2505.463623046875,53316268.0,597036,4.2
06099,Stanislaus,1,2505.381103515625,53314512.0,403935,6.2
24003,Anne Arundel,1,2494.226318359375,53077144.0,457051,5.46
20091,Johnson,1,2487.188720703125,52927372.0,468368,5.31
41039,Lane,1,2481.630615234375,52809108.0,314593,7.89
42071,Lancaster,1,2476.480224609375,52699504.0,426058,5.81
34007,Camden,1,2463.196533203125,52416820.0,404536,6.09
18089,Lake,1,2435.171142578125,51820448.0,382434,6.37
31055,Douglas,1,2424.863525390625,51601096.0,436245,5.56
25013,Hampden,1,2404.693603515625,51171884.0,365303,6.58
20173,Sedgwick,1,2383.627197265625,50723588.0,392631,6.07
06097,Sonoma,1,2271.4501953125,48336460.0,391704,5.8
22051,Jefferson,1,2262.890380859375,48154296.0,335494,6.74
41005,Clackamas,1,2255.586669921875,47998876.0,333294,6.77
25023,Plymouth,1,2253.874267578125,47962444.0,420468,5.36
10003,New Castle,1,2244.88330078125,47771120.0,450477,4.98
32031,Washoe,1,2223.80419921875,47322548.0,388530,5.72
42029,Chester,1,2206.912353515625,46963092.0,420196,5.25
39095,Lucas,1,2184.589599609375,46488068.0,330439,6.61
42133,York,1,2166.853515625,46110644.0,358282,6.05
34039,Union,1,2165.80322265625,46088296.0,437773,4.95
26161,Washtenaw,1,2163.97900390625,46049476.0,300686,7.2
45045,Greenville,1,2152.286376953125,45800652.0,413455,5.21
29183,St. Charles,1,2148.0859375,45711268.0,316288,6.79
51810,Virginia Beach,1,2112.1611328125,44946796.0,356060,5.93
19153,Polk,1,2100.66357421875,44702120.0,375057,5.6
26049,Genesee,1,2099.175048828125,44670452.0,313660,6.69
41047,Marion,1,2095.706787109375,44596644.0,263662,7.95
27037,Dakota,1,2088.41796875,44441532.0,335288,6.23
22071,Orleans,1,2077.952880859375,44218836.0,301614,6.89
08069,Larimer,1,2073.8837890625,44132248.0,295565,7.02
36085,Richmond,1,2006.7886962890625,42704464.0,385391,5.21
12115,Sarasota,1,2006.26611328125,42693348.0,385947,5.2
17089,Kane,1,2003.0643310546875,42625212.0,390231,5.13
47149,Rutherford,1,2000.5943603515625,42572644.0,264421,7.57
34005,Burlington,1,1990.6793212890625,42361652.0,368180,5.41
04021,Pinal,1,1973.5411376953125,41996952.0,351626,5.61
01097,Mobile,1,1971.1986083984375,41947104.0,316486,6.23
12117,Seminole,1,1967.812744140625,41875056.0,376507,5.23
06107,Tulare,1,1945.7183837890625,41404884.0,332659,5.85
42011,Berks,1,1941.1573486328125,41307828.0,334868,5.8
05119,Pulaski,1,1941.0465087890625,41305460.0,305494,6.35
06083,Santa Barbara,1,1938.7696533203125,41257020.0,344367,5.63
47065,Hamilton,1,1920.8349609375,40875368.0,292393,6.57
33011,Hillsborough,1,1913.8826904296875,40727424.0,340184,5.63
01089,Madison,1,1885.1307373046875,40115580.0,310781,6.07
48027,Bell,1,1877.07666015625,39944196.0,274805,6.83
37067,Forsyth,1,1869.709716796875,39787424.0,298526,6.26
39017,Butler,1,1866.943603515625,39728560.0,298048,6.26
34031,Passaic,1,1865.3367919921875,39694368.0,395435,4.72
18003,Allen,1,1857.2908935546875,39523152.0,289409,6.42
34027,Morris,1,1838.984619140625,39133588.0,404214,4.55
45079,Richland,1,1830.3201904296875,38949212.0,327912,5.58
45051,Horry,1,1814.1240234375,38604556.0,305319,5.94
06095,Solano,1,1811.2806396484375,38544052.0,351400,5.15
12081,Manatee,1,1806.8446044921875,38449656.0,342333,5.28
08013,Boulder,1,1796.7403564453125,38234636.0,269185,6.67
29510,St. Louis,1,1795.010498046875,38197824.0,238700,7.52
39151,Stark,1,1792.42626953125,38142832.0,292889,6.12
49011,Davis,1,1791.7138671875,38127668.0,253678,7.06
06053,Monterey,1,1787.8035888671875,38044460.0,322633,5.54
12069,Lake,1,1786.9306640625,38025884.0,322624,5.54
45019,Charleston,1,1777.9884033203125,37835592.0,333213,5.34
21067,Fayette,1,1769.1641845703125,37647812.0,253380,6.98
37051,Cumberland,1,1763.028564453125,37517244.0,252133,6.99
12083,Marion,1,1756.6920166015625,37382404.0,314765,5.58
06061,Placer,1,1756.01708984375,37368044.0,321825,5.46
29077,Greene,1,1746.58056640625,37167236.0,238041,7.34
51153,Prince William,1,1744.2471923828125,37117584.0,355514,4.91
40027,Cleveland,1,1739.1121826171875,37008308.0,235766,7.38
48303,Lubbock,1,1736.107666015625,36944376.0,240399,7.22
55133,Waukesha,1,1709.0406494140625,36368384.0,322286,5.3
53067,Thurston,1,1700.9395751953125,36195996.0,234047,7.27
48061,Cameron,1,1699.5062255859375,36165492.0,299901,5.67
48355,Nueces,1,1697.681884765625,36126672.0,268391,6.33
27003,Anoka,1,1693.7799072265625,36043640.0,279615,6.06
48167,Galveston,1,1685.5386962890625,35868268.0,270087,6.24
42077,Lehigh,1,1675.877197265625,35662664.0,290864,5.76
18057,Hamilton,1,1667.6451416015625,35487492.0,264748,6.3
36001,Albany,1,1664.172119140625,35413580.0,257941,6.45
36071,Orange,1,1657.295166015625,35267240.0,300100,5.52
12097,Osceola,1,1647.213623046875,35052704.0,309159,5.33
48039,Brazoria,1,1631.25048828125,34713012.0,282908,5.77
34021,Mercer,1,1627.4306640625,34631724.0,299242,5.44
26065,Ingham,1,1615.5531005859375,34378972.0,226359,7.14
45083,Spartanburg,1,1576.3067626953125,33543806.0,258968,6.09
08035,Douglas,1,1531.6929931640625,32594426.0,279823,5.47
08123,Weld,1,1524.347412109375,32438110.0,253176,6.02
12021,Collier,1,1510.0501708984375,32133870.0,324044,4.66
42129,Westmoreland,1,1504.82373046875,32022652.0,288614,5.21
51107,Loudoun,1,1501.771240234375,31957690.0,311307,4.82
12033,Escambia,1,1494.1475830078125,31795464.0,255373,5.85
12111,St. Lucie,1,1487.698974609375,31658234.0,277902,5.35
53035,Kitsap,1,1474.0670166015625,31368148.0,221457,6.66
51041,Chesterfield,1,1464.5863037109375,31166396.0,283089,5.17
39093,Lorain,1,1459.6495361328125,31061344.0,246197,5.93
45063,Lexington,1,1458.265869140625,31031900.0,230910,6.32
42079,Luzerne,1,1442.6239013671875,30699038.0,259927,5.55
26139,Ottawa,1,1440.8363037109375,30660996.0,228953,6.29
53073,Whatcom,1,1438.2027587890625,30604960.0,185313,7.76
22055,Lafayette,1,1431.35693359375,30459276.0,185780,7.7
42095,Northampton,1,1418.8184814453125,30192456.0,254425,5.58
22103,St. Tammany,1,1418.3890380859375,30183314.0,205274,6.91
37063,Durham,1,1418.367431640625,30182858.0,263055,5.39
05007,Benton,1,1417.5986328125,30166502.0,218751,6.48
41029,Jackson,1,1411.3123779296875,30032726.0,177109,7.97
23005,Cumberland,1,1408.842529296875,29980170.0,250163,5.63
48309,McLennan,1,1406.96875,29940296.0,199939,7.04
49057,Weber,1,1402.1761474609375,29838310.0,194087,7.22
18141,St. Joseph,1,1396.5958251953125,29719556.0,209013,6.68
48041,Brazos,1,1393.7823486328125,29659686.0,189739,7.35
05143,Washington,1,1386.1409912109375,29497078.0,191964,7.22
31109,Lancaster,1,1384.8790283203125,29470228.0,250383,5.53
34015,Gloucester,1,1371.95068359375,29195108.0,239327,5.73
51087,Henrico,1,1362.79296875,29000238.0,260169,5.24
12073,Leon,1,1354.892822265625,28832118.0,240404,5.64
37021,Buncombe,1,1331.6201171875,28336876.0,222651,5.98
26077,Kalamazoo,1,1323.8992919921875,28172578.0,205174,6.45
36027,Dutchess,1,1314.940185546875,27981930.0,241802,5.44
13051,Chatham,1,1309.795654296875,27872448.0,235733,5.56
06079,San Luis Obispo,1,1309.592529296875,27868130.0,231922,5.65
27163,Washington,1,1296.6424560546875,27592552.0,206480,6.28
17111,McHenry,1,1293.069091796875,27516510.0,239710,5.39
42043,Dauphin,1,1284.75732421875,27339640.0,222951,5.76
37129,New Hanover,1,1277.20166015625,27178850.0,189042,6.76
36087,Rockland,1,1269.938720703125,27024300.0,239203,5.31
33015,Rockingham,1,1269.531005859375,27015618.0,257607,4.93
48209,Hays,1,1269.144775390625,27007398.0,198459,6.39
12001,Alachua,1,1253.3250732421875,26670754.0,231412,5.42
34035,Somerset,1,1252.722412109375,26657932.0,272106,4.6
47125,Montgomery,1,1247.2344970703125,26541150.0,166727,7.48
29047,Clay,1,1245.9844970703125,26514552.0,194751,6.4
17201,Winnebago,1,1233.6805419921875,26252722.0,216539,5.7
04025,Yavapai,1,1221.3055419921875,25989378.0,203933,5.99
24027,Howard,1,1219.4573974609375,25950052.0,253643,4.81
55009,Brown,1,1216.576416015625,25888746.0,206673,5.89
12109,St. Johns,1,1213.227294921875,25817476.0,228898,5.3
16027,Canyon,1,1209.6778564453125,25741944.0,176576,6.85
42049,Erie,1,1203.768310546875,25616186.0,213206,5.65
22019,Calcasieu,1,1201.207763671875,25561700.0,156293,7.69
22017,Caddo,1,1198.03515625,25494186.0,177857,6.74
34001,Atlantic,1,1194.7808837890625,25424936.0,217089,5.5
45091,York,1,1189.94482421875,25322028.0,219639,5.42
42041,Cumberland,1,1189.02001953125,25302340.0,210294,5.65
53077,Yakima,1,1185.2447509765625,25222006.0,181508,6.53
51760,Richmond,1,1177.172607421875,25050232.0,187532,6.28
48423,Smith,1,1175.750244140625,25019964.0,180105,6.53
06087,Santa Cruz,1,1172.085205078125,24941972.0,216119,5.42
48479,Webb,1,1166.2130126953125,24817012.0,182995,6.37
39099,Mahoning,1,1158.2430419921875,24647410.0,180910,6.4
51710,Norfolk,1,1157.3011474609375,24627368.0,186947,6.19
25001,Barnstable,1,1156.544677734375,24611268.0,196898,5.87
17119,Madison,1,1154.660888671875,24571182.0,207647,5.56
47187,Williamson,1,1146.13916015625,24389840.0,187765,6.1
06047,Merced,1,1145.2222900390625,24370324.0,202355,5.66
51013,Arlington,1,1144.923583984375,24363974.0,192709,5.94
53005,Benton,1,1134.86376953125,24149902.0,154720,7.33
24025,Harford,1,1131.997802734375,24088912.0,203719,5.56
01125,Tuscaloosa,1,1125.0166015625,23940354.0,185617,6.06
01003,Baldwin,1,1123.5767822265625,23909712.0,188817,5.95
29099,Jefferson,1,1119.355224609375,23819876.0,176231,6.35
36063,Niagara,1,1117.985595703125,23790736.0,169105,6.61
13057,Cherokee,1,1116.0986328125,23750580.0,210602,5.3
48245,Jefferson,1,1112.40966796875,23672080.0,191375,5.81
41017,Deschutes,1,1110.7611083984375,23637000.0,163750,6.78
36065,Oneida,1,1105.3184814453125,23521178.0,180103,6.14
24021,Frederick,1,1103.0135498046875,23472126.0,214766,5.14
29019,Boone,1,1079.4822998046875,22971384.0,148102,7.29
51550,Chesapeake,1,1076.760498046875,22913462.0,190053,5.67
37025,Cabarrus,1,1070.9034423828125,22788824.0,172577,6.21
37071,Gaston,1,1065.8896484375,22682132.0,179258,5.95
06007,Butte,1,1059.7783203125,22552082.0,166535,6.36
47165,Sumner,1,1058.765869140625,22530540.0,153775,6.89
39085,Lake,1,1053.014892578125,22408156.0,186724,5.64
18039,Elkhart,1,1048.3603515625,22309106.0,149701,7.0
39165,Warren,1,1043.693359375,22209794.0,187159,5.58
36007,Broome,1,1033.2161865234375,21986840.0,159585,6.47
13063,Clayton,1,1028.2855224609375,21881914.0,217282,4.73
04015,Mohave,1,1026.1075439453125,21835564.0,181878,5.64
35013,Doña Ana,1,1021.4859008789062,21737220.0,169534,6.03
17163,St. Clair,1,1018.4994506835938,21673668.0,195450,5.21
01117,Shelby,1,1015.2587890625,21604708.0,174730,5.81
28047,Harrison,1,1015.0025634765625,21599254.0,159530,6.36
42069,Lackawanna,1,1013.8056640625,21573786.0,171535,5.91
18163,Vanderburgh,1,1007.4599609375,21438750.0,140749,7.16
19113,Linn,1,1003.8673095703125,21362296.0,177230,5.66
27137,St. Louis,1,1002.120361328125,21325120.0,162534,6.17
18157,Tippecanoe,1,999.8206787109375,21276182.0,148979,6.71
13151,Henry,1,999.14892578125,21261888.0,183468,5.45
48139,Ellis,1,999.0097045898438,21258928.0,149972,6.66
12019,Clay,1,993.6310424804688,21144468.0,172120,5.77
30111,Yellowstone,1,992.2260131835938,21114570.0,128498,7.72
37179,Union,1,990.8991088867188,21086336.0,181266,5.47
37101,Johnston,1,989.4664306640625,21055846.0,169671,5.83
06041,Marin,1,984.0441284179688,20940460.0,207753,4.74
17019,Champaign,1,982.76171875,20913168.0,166368,5.91
37133,Onslow,1,978.4659423828125,20821756.0,157766,6.2
49053,Washington,1,972.390380859375,20692464.0,142689,6.81
39155,Trumbull,1,967.0386962890625,20578582.0,159837,6.05
01101,Montgomery,1,966.9505615234375,20576706.0,172489,5.61
06113,Yolo,1,964.5400390625,20525410.0,173144,5.57
13245,Richmond,1,963.1573486328125,20495990.0,158585,6.07
39025,Clermont,1,960.6326904296875,20442266.0,162832,5.9
47163,Sullivan,1,960.5691528320312,20440910.0,129064,7.44
36091,Saratoga,1,958.9735717773438,20406956.0,191168,5.02
45015,Berkeley,1,947.8348999023438,20169928.0,181906,5.21
06017,El Dorado,1,943.5518188476562,20078784.0,154382,6.11
21117,Kenton,1,939.5419921875,19993454.0,129828,7.24
55101,Racine,1,939.2197265625,19986596.0,151746,6.19
20177,Shawnee,1,938.94140625,19980674.0,136774,6.86
13215,Muscogee,1,936.3967895507812,19926524.0,153256,6.11
28049,Hinds,1,934.2960815429688,19881818.0,169818,5.5
48251,Johnson,1,932.3318481445312,19840020.0,139921,6.66
44003,Kent,1,928.7860107421875,19764564.0,139423,6.66
12053,Hernando,1,926.5701904296875,19717412.0,164146,5.64
13117,Forsyth,1,926.0517578125,19706380.0,191875,4.83
12091,Okaloosa,1,924.60400390625,19675574.0,165844,5.58
23031,York,1,921.408203125,19607566.0,175891,5.24
26093,Livingston,1,910.060546875,19366088.0,154983,5.87
45007,Anderson,1,904.7061767578125,19252146.0,160100,5.65
36111,Ulster,1,903.2449951171875,19221054.0,150473,6.0
10005,Sussex,1,902.9664306640625,19215126.0,202330,4.46
12015,Charlotte,1,901.2512817382812,19178628.0,172013,5.24
50007,Chittenden,1,900.9927978515625,19173124.0,139407,6.46
18081,Johnson,1,898.4201049804688,19118380.0,123924,7.25
42125,Washington,1,889.6593017578125,18931950.0,168523,5.28
54039,Kanawha,1,879.005126953125,18705228.0,142591,6.16
26145,Saginaw,1,878.2416381835938,18688982.0,148509,5.91
06089,Shasta,1,872.2687377929688,18561882.0,142150,6.14
28033,DeSoto,1,871.6756591796875,18549258.0,141087,6.18
12005,Bay,1,871.6065673828125,18547790.0,143219,6.09
04027,Yuma,1,859.489501953125,18289938.0,156074,5.51
26147,St. Clair,1,859.359375,18287168.0,127249,6.75
22063,Livingston,1,857.5357055664062,18248362.0,107980,7.94
37001,Alamance,1,857.4385375976562,18246292.0,135505,6.33
16055,Kootenai,1,857.118896484375,18239492.0,137633,6.23
18105,Monroe,1,856.6951904296875,18230474.0,117497,7.29
08077,Mesa,1,855.607666015625,18207326.0,124509,6.87
01081,Lee,1,855.1102905273438,18196746.0,140096,6.1
55087,Outagamie,1,853.8187255859375,18169262.0,147114,5.8
38017,Cass,1,850.5689086914062,18100108.0,146920,5.79
08101,Pueblo,1,846.0838012695312,18004666.0,131581,6.43
55139,Winnebago,1,843.8340454101562,17956790.0,136375,6.19
26121,Muskegon,1,839.1974487304688,17858122.0,135566,6.19
48187,Guadalupe,1,839.06689453125,17855344.0,134976,6.22
39089,Licking,1,838.1642456054688,17836136.0,138851,6.04
17167,Sangamon,1,836.4114379882812,17798834.0,152237,5.49
37097,Iredell,1,833.77978515625,17742834.0,148652,5.61
39041,Delaware,1,833.2091674804688,17730690.0,165286,5.04
48091,Comal,1,832.978515625,17725784.0,135761,6.14
37057,Davidson,1,828.6768188476562,17634242.0,133783,6.19
55059,Kenosha,1,826.9086303710938,17596616.0,131217,6.3
46099,Minnehaha,1,823.5949096679688,17526100.0,149421,5.51
12113,Santa Rosa,1,820.3670654296875,17457410.0,151168,5.43
18063,Hendricks,1,820.234375,17454588.0,135169,6.07
13139,Hall,1,818.9983520507812,17428284.0,158032,5.18
48367,Parker,1,817.0733032226562,17387320.0,118916,6.87
18127,Porter,1,816.717529296875,17379750.0,136507,5.98
55105,Rock,1,813.7787475585938,17317210.0,126772,6.42
39103,Medina,1,813.4049682617188,17309258.0,143394,5.67
51700,Newport News,1,811.3790283203125,17266146.0,141720,5.73
37035,Catawba,1,809.746826171875,17231414.0,126620,6.4
22073,Ouachita,1,809.4605712890625,17225320.0,119617,6.77
47189,Wilson,1,808.4215087890625,17203210.0,117540,6.88
35049,Santa Fe,1,807.22265625,17177700.0,129599,6.23
47179,Washington,1,806.5729370117188,17163872.0,109346,7.38
37147,Pitt,1,802.4874267578125,17076932.0,135229,5.93
12017,Citrus,1,799.3836059570312,17010882.0,135185,5.91
48257,Kaufman,1,794.9661865234375,16916880.0,114732,6.93
42027,Centre,1,792.9835815429688,16874690.0,134702,5.89
42019,Butler,1,790.26513671875,16816842.0,157715,5.01
17113,McLean,1,788.343994140625,16775960.0,134203,5.87
47009,Blount,1,787.67626953125,16761752.0,110277,7.14
27145,Stearns,1,786.6381225585938,16739660.0,121789,6.46
41043,Linn,1,776.397705078125,16521742.0,100999,7.69
24043,Washington,1,776.3207397460938,16520106.0,121129,6.41
40017,Canadian,1,774.1333618164062,16473560.0,120516,6.42
45003,Aiken,1,769.6996459960938,16379208.0,134885,5.71
36093,Schenectady,1,767.8408203125,16339652.0,125159,6.13
13153,Houston,1,766.0390625,16301311.0,124123,6.17
48135,Ector,1,763.8561401367188,16254858.0,113701,6.72
05131,Sebastian,1,761.4815673828125,16204328.0,97738,7.79
26075,Jackson,1,761.0036010742188,16194157.0,126373,6.02
39057,Greene,1,758.7463989257812,16146125.0,133637,5.68
26115,Monroe,1,758.0234375,16130738.0,122323,6.2
48329,Midland,1,755.4418334960938,16075802.0,121782,6.2
48181,Grayson,1,755.2232666015625,16071151.0,106228,7.11
17143,Peoria,1,754.66748046875,16059324.0,136775,5.52
22105,Tangipahoa,1,753.9029541015625,16043056.0,102002,7.39
21227,Warren,1,753.4092407226562,16032547.0,105274,7.16
27109,Olmsted,1,751.4957885742188,15991830.0,123866,6.07
37019,Brunswick,1,750.7413330078125,15975776.0,124942,6.01
42007,Beaver,1,748.0281982421875,15918039.0,134458,5.56
45013,Beaufort,1,746.3639526367188,15882625.0,157927,4.73
48381,Randall,1,746.2911987304688,15881079.0,109341,6.83
05045,Faulkner,1,738.2611694335938,15710198.0,97283,7.59
28121,Rankin,1,735.1585693359375,15644174.0,122477,6.0
25015,Hampshire,1,734.23193359375,15624455.0,133246,5.51
42055,Franklin,1,734.0921630859375,15621484.0,121987,6.02
23019,Penobscot,1,733.3821411132812,15606369.0,126184,5.81
39045,Fairfield,1,731.8766479492188,15574335.0,122691,5.97
39133,Portage,1,725.7745971679688,15444484.0,131750,5.51
48441,Taylor,1,722.8740234375,15382758.0,108832,6.64
13223,Paulding,1,722.2152099609375,15368739.0,129492,5.58
22079,Rapides,1,721.4734497070312,15352952.0,96239,7.5
48485,Wichita,1,719.3628540039062,15308043.0,100034,7.19
36083,Rensselaer,1,718.5457763671875,15290654.0,129499,5.55
21015,Boone,1,717.7636108398438,15274009.0,102139,7.03
24013,Carroll,1,717.5243530273438,15268918.0,135952,5.28
53057,Skagit,1,716.8576049804688,15254730.0,102843,6.97
30063,Missoula,1,716.2527465820312,15241859.0,97567,7.34
49005,Cache,1,713.7803955078125,15189248.0,96391,7.41
04005,Coconino,1,709.79150390625,15104358.0,115936,6.12
31153,Sarpy,1,709.728271484375,15103019.0,142235,4.99
10001,Kent,1,709.339599609375,15094747.0,142669,4.97
20209,Wyandotte,1,707.3152465820312,15051669.0,121089,5.84
51510,Alexandria,1,703.7825927734375,14976494.0,128076,5.5
40031,Comanche,1,702.057861328125,14939791.0,92616,7.58
26021,Berrien,1,699.8268432617188,14892314.0,120292,5.82
