GEOID,name,county_features,prevalence_tracts,preventable_cases,avoided_cost,adult_population,preventable_per_1000_adults
12105,Polk,1,153,16185.34765625,344424224.0,592991,27.29
39113,Montgomery,1,152,15729.888671875,334732032.0,416417,37.77
55025,Dane,1,105,15478.6474609375,329385632.0,451869,34.25
06107,Tulare,1,78,15468.1259765625,329161632.0,332659,46.5
34029,Ocean,1,123,15437.5224609375,328510464.0,485435,31.8
16001,Ada,1,59,15195.6474609375,323363392.0,393981,38.57
36085,Richmond,1,108,14973.869140625,318643904.0,385391,38.85
06071,San Bernardino,1,368,14793.248046875,314800288.0,1623837,9.11
22051,Jefferson,1,124,14646.9033203125,311686176.0,335494,43.66
06095,Solano,1,95,14493.9833984375,308431968.0,351400,41.25
12009,Brevard,1,111,14476.3369140625,308056448.0,507778,28.51
53011,Clark,1,104,14466.9775390625,307857248.0,392420,36.87
42045,Delaware,1,143,14356.2841796875,305501760.0,448836,31.99
06053,Monterey,1,92,14286.7392578125,304021760.0,322633,44.28
06083,Santa Barbara,1,87,14265.166015625,303562752.0,344367,41.42
13135,Gwinnett,1,113,14148.916015625,301088928.0,711750,19.88
17197,Will,1,151,14102.5205078125,300101632.0,530845,26.57
12127,Volusia,1,113,14008.3310546875,298097312.0,468769,29.88
12101,Pasco,1,133,14001.1083984375,297943552.0,469214,29.84
18089,Lake,1,117,13803.076171875,293729472.0,382434,36.09
08059,Jefferson,1,137,13791.2490234375,293477824.0,470425,29.32
41047,Marion,1,58,13739.2421875,292371040.0,263662,52.11
06061,Placer,1,84,13719.9326171875,291960192.0,321825,42.63
31055,Douglas,1,156,13715.1865234375,291859168.0,436245,31.44
25027,Worcester,1,172,13660.173828125,290688512.0,682295,20.02
48339,Montgomery,1,59,13633.611328125,290123264.0,483927,28.17
34039,Union,1,108,13384.8955078125,284830592.0,437773,30.57
25005,Bristol,1,125,13360.884765625,284319648.0,458549,29.14
34031,Passaic,1,100,13169.755859375,280252416.0,395435,33.3
20173,Sedgwick,1,124,12968.1796875,275962880.0,392631,33.03
24033,Prince George's,1,218,12946.658203125,275504896.0,743108,17.42
34007,Camden,1,127,12902.8154296875,274571904.0,404536,31.9
34025,Monmouth,1,142,12641.69921875,269015360.0,508148,24.88
27123,Ramsey,1,136,12633.609375,268843200.0,417993,30.22
42017,Bucks,1,142,12589.9541015625,267914240.0,516115,24.39
01073,Jefferson,1,163,12557.6728515625,267227280.0,515654,24.35
25021,Norfolk,1,130,12455.505859375,265053152.0,574797,21.67
39153,Summit,1,135,12347.4921875,262754656.0,426041,28.98
22033,East Baton Rouge,1,91,12278.935546875,261295744.0,349987,35.08
04021,Pinal,1,75,12078.552734375,257031568.0,351626,34.35
48303,Lubbock,1,67,12061.3740234375,256666032.0,240399,50.17
17097,Lake,1,152,11958.1923828125,254470352.0,543787,21.99
22071,Orleans,1,172,11934.99609375,253976704.0,301614,39.57
47093,Knox,1,112,11873.8837890625,252676224.0,384726,30.86
39095,Lucas,1,127,11856.82421875,252313184.0,330439,35.88
41005,Clackamas,1,80,11767.6162109375,250414896.0,333294,35.31
48355,Nueces,1,80,11761.7900390625,250290880.0,268391,43.82
51810,Virginia Beach,1,99,11664.3544921875,248217488.0,356060,32.76
13089,DeKalb,1,144,11624.61328125,247371776.0,586766,19.81
13067,Cobb,1,120,11556.744140625,245927488.0,593070,19.49
08123,Weld,1,77,11200.1669921875,238339600.0,253176,44.24
49011,Davis,1,54,11188.9150390625,238100128.0,253678,44.11
20091,Johnson,1,127,11015.3642578125,234406960.0,468368,23.52
24003,Anne Arundel,1,103,11002.2978515625,234128864.0,457051,24.07
10003,New Castle,1,129,10957.1533203125,233168256.0,450477,24.32
37081,Guilford,1,118,10939.0595703125,232783184.0,422662,25.88
29183,St. Charles,1,78,10919.8671875,232374784.0,316288,34.53
19153,Polk,1,97,10909.25390625,232148928.0,375057,29.09
41029,Jackson,1,41,10898.5,231920096.0,177109,61.54
25013,Hampden,1,103,10867.9970703125,231270976.0,365303,29.75
40027,Cleveland,1,62,10606.17578125,225699424.0,235766,44.99
42071,Lancaster,1,98,10505.44140625,223555776.0,426058,24.66
42133,York,1,90,10476.2255859375,222934096.0,358282,29.24
42011,Berks,1,90,10281.470703125,218789712.0,334868,30.7
48027,Bell,1,63,10109.0732421875,215121056.0,274805,36.79
36067,Onondaga,1,140,10058.435546875,214043488.0,372016,27.04
29510,St. Louis,1,106,9861.310546875,209848688.0,238700,41.31
12117,Seminole,1,86,9743.802734375,207348112.0,376507,25.88
08069,Larimer,1,73,9714.0341796875,206714624.0,295565,32.87
06047,Merced,1,49,9631.013671875,204947968.0,202355,47.59
49057,Weber,1,50,9591.869140625,204114976.0,194087,49.42
48061,Cameron,1,84,9508.22265625,202334960.0,299901,31.7
12081,Manatee,1,78,9409.72265625,200238880.0,342333,27.49
08013,Boulder,1,68,9341.564453125,198788512.0,269185,34.7
18003,Allen,1,96,9333.57421875,198618480.0,289409,32.25
42077,Lehigh,1,76,9322.8896484375,198391088.0,290864,32.05
45079,Richland,1,88,9315.8447265625,198241168.0,327912,28.41
12115,Sarasota,1,94,9302.4091796875,197955264.0,385947,24.1
26161,Washtenaw,1,99,9296.3994140625,197827392.0,300686,30.92
17089,Kane,1,82,9245.2861328125,196739696.0,390231,23.69
45045,Greenville,1,111,9172.818359375,195197600.0,413455,22.19
21067,Fayette,1,82,9148.4248046875,194678496.0,253380,36.11
47149,Rutherford,1,49,9104.611328125,193746144.0,264421,34.43
06087,Santa Cruz,1,52,9095.044921875,193542560.0,216119,42.08
45019,Charleston,1,85,9053.630859375,192661280.0,333213,27.17
08001,Adams,1,96,9017.3486328125,191889136.0,391408,23.04
47065,Hamilton,1,80,9004.271484375,191610912.0,292393,30.8
06079,San Luis Obispo,1,53,8994.927734375,191412112.0,231922,38.78
39017,Butler,1,80,8989.212890625,191290464.0,298048,30.16
45051,Horry,1,71,8895.2373046875,189290656.0,305319,29.13
27037,Dakota,1,95,8858.615234375,188511328.0,335288,26.42
53077,Yakima,1,45,8750.666015625,186214208.0,181508,48.21
53005,Benton,1,36,8744.7958984375,186089264.0,154720,56.52
12069,Lake,1,56,8671.2421875,184524032.0,322624,26.88
16027,Canyon,1,29,8665.50390625,184401904.0,176576,49.08
48167,Galveston,1,66,8618.8447265625,183409008.0,270087,31.91
39151,Stark,1,86,8579.0546875,182562272.0,292889,29.29
01089,Madison,1,73,8522.505859375,181358912.0,310781,27.42
34005,Burlington,1,114,8496.755859375,180810992.0,368180,23.08
25023,Plymouth,1,100,8442.998046875,179666992.0,420468,20.08
48041,Brazos,1,41,8387.310546875,178481984.0,189739,44.2
05119,Pulaski,1,94,8307.3994140625,176781472.0,305494,27.19
37051,Cumberland,1,67,8282.119140625,176243504.0,252133,32.85
08035,Douglas,1,61,8238.865234375,175323040.0,279823,29.44
53067,Thurston,1,49,8219.595703125,174912992.0,234047,35.12
34021,Mercer,1,77,8134.89111328125,173110480.0,299242,27.18
12021,Collier,1,73,8128.72802734375,172979344.0,324044,25.09
42029,Chester,1,116,8047.13916015625,171243120.0,420196,19.15
29077,Greene,1,62,8017.5517578125,170613488.0,238041,33.68
12097,Osceola,1,41,7963.548828125,169464304.0,309159,25.76
18057,Hamilton,1,39,7870.5771484375,167485888.0,264748,29.73
06113,Yolo,1,41,7848.22314453125,167010208.0,173144,45.33
33011,Hillsborough,1,85,7819.3828125,166396448.0,340184,22.99
08005,Arapahoe,1,147,7798.37646484375,165949456.0,505658,15.42
06007,Butte,1,51,7759.63427734375,165125040.0,166535,46.59
51153,Prince William,1,82,7723.45849609375,164355200.0,355514,21.72
31109,Lancaster,1,74,7701.82861328125,163894912.0,250383,30.76
36001,Albany,1,75,7685.31787109375,163543568.0,257941,29.79
26049,Genesee,1,129,7600.47509765625,161738112.0,313660,24.23
55133,Waukesha,1,86,7581.34033203125,161330912.0,322286,23.52
39093,Lorain,1,73,7526.49462890625,160163808.0,246197,30.57
48479,Webb,1,60,7442.826171875,158383344.0,182995,40.67
48039,Brazoria,1,50,7338.1240234375,156155280.0,282908,25.94
06041,Marin,1,55,7317.203125,155710096.0,207753,35.22
41017,Deschutes,1,24,7304.671875,155443376.0,163750,44.61
01097,Mobile,1,114,7297.92578125,155299872.0,316486,23.06
42079,Luzerne,1,103,7248.67529296875,154251808.0,259927,27.89
53035,Kitsap,1,54,7162.52978515625,152418624.0,221457,32.34
12111,St. Lucie,1,43,7162.1640625,152410864.0,277902,25.77
12083,Marion,1,61,7162.0107421875,152407584.0,314765,22.75
51760,Richmond,1,66,7020.5439453125,149397184.0,187532,37.44
48309,McLennan,1,50,6935.07666015625,147578448.0,199939,34.69
53073,Whatcom,1,34,6921.8134765625,147296176.0,185313,37.35
12033,Escambia,1,71,6917.27392578125,147199584.0,255373,27.09
26065,Ingham,1,78,6816.65966796875,145058496.0,226359,30.11
05007,Benton,1,49,6738.9951171875,143405824.0,218751,30.81
42043,Dauphin,1,65,6726.7265625,143144752.0,222951,30.17
18141,St. Joseph,1,75,6722.83642578125,143061952.0,209013,32.16
51013,Arlington,1,57,6712.1181640625,142833872.0,192709,34.83
55009,Brown,1,54,6674.05419921875,142023888.0,206673,32.29
34001,Atlantic,1,69,6606.16064453125,140579104.0,217089,30.43
37129,New Hanover,1,43,6602.84765625,140508624.0,189042,34.93
49053,Washington,1,21,6599.28173828125,140432736.0,142689,46.25
51107,Loudoun,1,64,6524.8369140625,138848512.0,311307,20.96
37067,Forsyth,1,93,6514.6787109375,138632352.0,298526,21.82
06089,Shasta,1,48,6512.08642578125,138577216.0,142150,45.81
05143,Washington,1,32,6506.2353515625,138452688.0,191964,33.89
34027,Morris,1,100,6465.64599609375,137588960.0,404214,16.0
42095,Northampton,1,68,6428.5439453125,136799424.0,254425,25.27
08077,Mesa,1,29,6397.19091796875,136132224.0,124509,51.38
45063,Lexington,1,73,6383.482421875,135840480.0,230910,27.64
42129,Westmoreland,1,100,6293.1630859375,133918488.0,288614,21.8
26139,Ottawa,1,53,6193.57861328125,131799360.0,228953,27.05
36071,Orange,1,79,6190.4306640625,131732368.0,300100,20.63
45083,Spartanburg,1,69,6169.95556640625,131296656.0,258968,23.83
27003,Anoka,1,83,6125.341796875,130347280.0,279615,21.91
13051,Chatham,1,69,5998.796875,127654408.0,235733,25.45
42049,Erie,1,71,5914.1533203125,125853184.0,213206,27.74
51710,Norfolk,1,77,5903.49658203125,125626408.0,186947,31.58
06025,Imperial,1,31,5881.12890625,125150416.0,128203,45.87
06031,Kings,1,27,5853.0517578125,124552944.0,111456,52.51
22055,Lafayette,1,42,5843.95263671875,124359304.0,185780,31.46
34015,Gloucester,1,63,5827.18115234375,124002416.0,239327,24.35
17201,Winnebago,1,76,5749.57080078125,122350864.0,216539,26.55
51087,Henrico,1,63,5700.28076171875,121301968.0,260169,21.91
48245,Jefferson,1,72,5681.2705078125,120897424.0,191375,29.69
35043,Sandoval,1,27,5614.54931640625,119477600.0,117926,47.61
17019,Champaign,1,43,5606.10888671875,119297992.0,166368,33.7
38017,Cass,1,33,5593.21044921875,119023512.0,146920,38.07
37063,Durham,1,59,5577.630859375,118691984.0,263055,21.2
06017,El Dorado,1,42,5532.07470703125,117722568.0,154382,35.83
42041,Cumberland,1,49,5521.71728515625,117502136.0,210294,26.26
22103,St. Tammany,1,42,5485.21435546875,116725368.0,205274,26.72
18157,Tippecanoe,1,37,5478.5849609375,116584288.0,148979,36.77
55101,Racine,1,44,5477.75927734375,116566712.0,151746,36.1
19113,Linn,1,45,5413.61181640625,115201664.0,177230,30.55
23005,Cumberland,1,66,5393.01611328125,114763368.0,250163,21.56
48423,Smith,1,40,5341.59130859375,113669064.0,180105,29.66
04025,Yavapai,1,42,5328.49951171875,113390496.0,203933,26.13
16055,Kootenai,1,25,5311.330078125,113025112.0,137633,38.59
36087,Rockland,1,65,5253.07958984375,111785552.0,239203,21.96
22019,Calcasieu,1,42,5230.40478515625,111303016.0,156293,33.47
47125,Montgomery,1,39,5209.21484375,110852088.0,166727,31.24
30111,Yellowstone,1,32,5205.38134765625,110770520.0,128498,40.51
29047,Clay,1,44,5191.25732421875,110469944.0,194751,26.66
39085,Lake,1,58,5168.525390625,109986224.0,186724,27.68
22017,Caddo,1,63,5163.15185546875,109871872.0,177857,29.03
18163,Vanderburgh,1,48,5148.748046875,109565360.0,140749,36.58
12073,Leon,1,68,5144.1884765625,109468328.0,240404,21.4
12109,St. Johns,1,39,5111.720703125,108777408.0,228898,22.33
55139,Winnebago,1,41,5104.08935546875,108615016.0,136375,37.43
17119,Madison,1,61,5097.29296875,108470384.0,207647,24.55
32031,Washoe,1,107,5094.68505859375,108414896.0,388530,13.11
51041,Chesterfield,1,71,5091.62255859375,108349728.0,283089,17.99
48209,Hays,1,25,5083.21533203125,108170824.0,198459,25.61
51550,Chesapeake,1,41,5076.693359375,108032024.0,190053,26.71
26077,Kalamazoo,1,57,5073.7333984375,107969048.0,205174,24.73
17111,McHenry,1,52,5069.154296875,107871600.0,239710,21.15
12001,Alachua,1,56,5056.53662109375,107603096.0,231412,21.85
06039,Madera,1,23,4988.83349609375,106162368.0,115343,43.25
48139,Ellis,1,31,4981.443359375,106005104.0,149972,33.22
13245,Richmond,1,47,4972.11865234375,105806680.0,158585,31.35
01125,Tuscaloosa,1,47,4951.0234375,105357768.0,185617,26.67
39099,Mahoning,1,70,4875.8408203125,103757904.0,180910,26.95
29019,Boone,1,29,4872.0458984375,103677144.0,148102,32.9
55059,Kenosha,1,35,4865.28515625,103533272.0,131217,37.08
27163,Washington,1,50,4862.4931640625,103473856.0,206480,23.55
35049,Santa Fe,1,50,4854.072265625,103294656.0,129599,37.45
42069,Lackawanna,1,59,4825.44287109375,102685416.0,171535,28.13
41043,Linn,1,21,4808.8046875,102331384.0,100999,47.61
04015,Mohave,1,43,4773.90673828125,101588744.0,181878,26.25
01101,Montgomery,1,65,4760.140625,101295768.0,172489,27.6
46099,Minnehaha,1,42,4754.76708984375,101181440.0,149421,31.82
08101,Pueblo,1,54,4730.75244140625,100670408.0,131581,35.95
18039,Elkhart,1,36,4713.3046875,100299120.0,149701,31.48
55087,Outagamie,1,40,4696.650390625,99944720.0,147114,31.93
36063,Niagara,1,60,4689.7060546875,99796944.0,169105,27.73
34035,Somerset,1,68,4664.830078125,99267576.0,272106,17.14
12005,Bay,1,43,4639.73193359375,98733504.0,143219,32.4
12091,Okaloosa,1,41,4598.775390625,97861936.0,165844,27.73
47187,Williamson,1,37,4550.7978515625,96840984.0,187765,24.24
45091,York,1,46,4550.69140625,96838712.0,219639,20.72
49005,Cache,1,26,4540.50341796875,96621912.0,96391,47.11
24027,Howard,1,55,4538.80908203125,96585848.0,253643,17.89
13215,Muscogee,1,53,4508.6572265625,95944224.0,153256,29.42
39165,Warren,1,33,4502.65625,95816520.0,187159,24.06
21117,Kenton,1,41,4454.150390625,94784328.0,129828,34.31
17163,St. Clair,1,60,4375.00732421875,93100176.0,195450,22.38
12019,Clay,1,30,4371.63916015625,93028496.0,172120,25.4
17113,McLean,1,41,4347.8037109375,92521264.0,134203,32.4
51700,Newport News,1,44,4345.52783203125,92472832.0,141720,30.66
36007,Broome,1,55,4333.95263671875,92226512.0,159585,27.16
01003,Baldwin,1,31,4323.3818359375,92001560.0,188817,22.9
12053,Hernando,1,44,4318.1708984375,91890664.0,164146,26.31
45015,Berkeley,1,44,4303.42578125,91576896.0,181906,23.66
24021,Frederick,1,61,4301.24169921875,91530424.0,214766,20.03
24025,Harford,1,57,4290.953125,91311472.0,203719,21.06
27137,St. Louis,1,66,4279.828125,91074744.0,162534,26.33
28047,Harrison,1,45,4246.97509765625,90375624.0,159530,26.62
13063,Clayton,1,49,4234.767578125,90115848.0,217282,19.49
20177,Shawnee,1,43,4219.109375,89782656.0,136774,30.85
36065,Oneida,1,71,4196.2763671875,89296768.0,180103,23.3
53021,Franklin,1,12,4189.71630859375,89157168.0,66970,62.56
12015,Charlotte,1,38,4128.9033203125,87863056.0,172013,24.0
30063,Missoula,1,20,4104.66796875,87347336.0,97567,42.07
54039,Kanawha,1,53,4099.560546875,87238672.0,142591,28.75
44003,Kent,1,38,4078.52099609375,86790928.0,139423,29.25
18081,Johnson,1,22,4074.92041015625,86714304.0,123924,32.88
48251,Johnson,1,28,4069.91162109375,86607712.0,139921,29.09
47165,Sumner,1,42,4065.45703125,86512928.0,153775,26.44
37133,Onslow,1,31,4059.10498046875,86377752.0,157766,25.73
40017,Canadian,1,29,4041.1494140625,85995656.0,120516,33.53
48257,Kaufman,1,18,4021.26953125,85572608.0,114732,35.05
36027,Dutchess,1,78,4018.361572265625,85510728.0,241802,16.62
37021,Buncombe,1,56,4015.181396484375,85443064.0,222651,18.03
48187,Guadalupe,1,29,4008.44775390625,85299776.0,134976,29.7
18105,Monroe,1,31,3953.762451171875,84136064.0,117497,33.65
01117,Shelby,1,47,3931.0615234375,83652984.0,174730,22.5
55105,Rock,1,38,3929.49169921875,83619576.0,126772,31.0
16019,Bonneville,1,21,3908.274169921875,83168048.0,88696,44.06
37025,Cabarrus,1,37,3904.841064453125,83095032.0,172577,22.63
51510,Alexandria,1,38,3879.64892578125,82558928.0,128076,30.29
13057,Cherokee,1,26,3847.1787109375,81867968.0,210602,18.27
50007,Chittenden,1,34,3810.52490234375,81087968.0,139407,27.33
01081,Lee,1,27,3804.61474609375,80962200.0,140096,27.16
13151,Henry,1,25,3794.76123046875,80752528.0,183468,20.68
42125,Washington,1,59,3782.330078125,80487984.0,168523,22.44
29099,Jefferson,1,42,3775.524658203125,80343168.0,176231,21.42
17167,Sangamon,1,53,3772.686767578125,80282776.0,152237,24.78
39041,Delaware,1,35,3749.50537109375,79789480.0,165286,22.68
33015,Rockingham,1,64,3743.114501953125,79653472.0,257607,14.53
18063,Hendricks,1,21,3736.392578125,79510432.0,135169,27.64
55063,La Crosse,1,25,3732.3291015625,79423960.0,96670,38.61
53007,Chelan,1,14,3712.008544921875,78991552.0,61401,60.46
40031,Comanche,1,32,3709.989013671875,78948568.0,92616,40.06
28033,DeSoto,1,33,3689.93359375,78521792.0,141087,26.15
39089,Licking,1,32,3675.720703125,78219344.0,138851,26.47
05131,Sebastian,1,26,3656.564208984375,77811680.0,97738,37.41
31153,Sarpy,1,43,3631.89990234375,77286832.0,142235,25.53
26147,St. Clair,1,49,3612.22314453125,76868104.0,127249,28.39
39155,Trumbull,1,55,3603.684326171875,76686400.0,159837,22.55
53057,Skagit,1,29,3594.58203125,76492704.0,102843,34.95
25001,Barnstable,1,56,3586.26171875,76315648.0,196898,18.21
37147,Pitt,1,32,3582.1171875,76227448.0,135229,26.49
06101,Sutter,1,21,3560.3701171875,75764672.0,73803,48.24
37071,Gaston,1,65,3548.06103515625,75502736.0,179258,19.79
47163,Sullivan,1,39,3535.4140625,75233608.0,129064,27.39
17143,Peoria,1,48,3525.0849609375,75013808.0,136775,25.77
41071,Yamhill,1,17,3519.89453125,74903360.0,84968,41.43
26121,Muskegon,1,42,3514.381591796875,74786032.0,135566,25.92
10005,Sussex,1,53,3514.332275390625,74785000.0,202330,17.37
27109,Olmsted,1,33,3508.498779296875,74660856.0,123866,28.32
39057,Greene,1,35,3503.33935546875,74551056.0,133637,26.22
26145,Saginaw,1,56,3495.654541015625,74387536.0,148509,23.54
36093,Schenectady,1,43,3491.739013671875,74304208.0,125159,27.9
12113,Santa Rosa,1,25,3481.29833984375,74082024.0,151168,23.03
04003,Cochise,1,32,3476.9951171875,73990464.0,99244,35.03
13117,Forsyth,1,45,3474.230712890625,73931632.0,191875,18.11
39025,Clermont,1,39,3470.35546875,73849168.0,162832,21.31
13153,Houston,1,23,3469.989013671875,73841360.0,124123,27.96
48367,Parker,1,19,3465.4013671875,73743736.0,118916,29.14
37179,Union,1,41,3458.204345703125,73590592.0,181266,19.08
48181,Grayson,1,26,3445.388427734375,73317872.0,106228,32.43
39173,Wood,1,28,3423.974365234375,72862160.0,104913,32.64
19103,Johnson,1,24,3422.19287109375,72824264.0,124605,27.46
48441,Taylor,1,37,3419.83056640625,72773992.0,108832,31.42
51650,Hampton,1,33,3419.65380859375,72770224.0,107751,31.74
24043,Washington,1,32,3397.141845703125,72291176.0,121129,28.05
04005,Coconino,1,28,3392.517822265625,72192800.0,115936,29.26
37101,Johnston,1,25,3385.96240234375,72053280.0,169671,19.96
45007,Anderson,1,39,3383.856201171875,72008456.0,160100,21.14
28049,Hinds,1,64,3382.015625,71969296.0,169818,19.92
06055,Napa,1,40,3380.111083984375,71928760.0,109047,31.0
39103,Medina,1,37,3344.130126953125,71163096.0,143394,23.32
41003,Benton,1,18,3339.371337890625,71061832.0,81184,41.13
42007,Beaver,1,51,3337.30126953125,71017776.0,134458,24.82
41033,Josephine,1,16,3335.9765625,70989568.0,71081,46.93
27145,Stearns,1,29,3334.953369140625,70967808.0,121789,27.38
16083,Twin Falls,1,14,3301.822265625,70262776.0,67514,48.91
12061,Indian River,1,29,3299.565185546875,70214752.0,138881,23.76
39045,Fairfield,1,28,3296.897216796875,70157968.0,122691,26.87
48091,Comal,1,24,3288.881591796875,69987400.0,135761,24.23
20209,Wyandotte,1,64,3285.069091796875,69906272.0,121089,27.13
29097,Jasper,1,22,3277.41015625,69743280.0,92879,35.29
16005,Bannock,1,22,3277.06201171875,69735848.0,65948,49.69
22073,Ouachita,1,39,3245.9501953125,69073808.0,119617,27.14
12119,Sumter,1,18,3235.3818359375,68848920.0,127767,25.32
