GEOID,name,county_features,prevalence_tracts,preventable_cases,avoided_cost,adult_population,preventable_per_1000_adults
36067,Onondaga,1,140,3352.1962890625,71334752.0,372016,9.01
55025,Dane,1,105,3338.47705078125,71042792.0,451869,7.39
34025,Monmouth,1,142,3323.671142578125,70727720.0,508148,6.54
24033,Prince George's,1,218,3312.83447265625,70497112.0,743108,4.46
06013,Contra Costa,1,207,3311.81689453125,70475456.0,903366,3.67
53063,Spokane,1,105,3300.987060546875,70245000.0,425898,7.75
34013,Essex,1,210,3213.281982421875,68378640.0,651811,4.93
37081,Guilford,1,118,3183.033447265625,67734952.0,422662,7.53
24003,Anne Arundel,1,103,3169.503662109375,67447032.0,457051,6.93
20091,Johnson,1,127,3168.616943359375,67428168.0,468368,6.77
12009,Brevard,1,111,3164.7568359375,67346024.0,507778,6.23
12127,Volusia,1,113,3152.083740234375,67076344.0,468769,6.72
53011,Clark,1,104,3141.0126953125,66840748.0,392420,8.0
42071,Lancaster,1,98,3113.700927734375,66259552.0,426058,7.31
22033,East Baton Rouge,1,91,3111.53662109375,66213504.0,349987,8.89
32003,Clark,1,487,3108.44873046875,66147808.0,1776818,1.75
25005,Bristol,1,125,3056.054931640625,65032848.0,458549,6.66
25013,Hampden,1,103,3004.84228515625,63943040.0,365303,8.23
08031,Denver,1,143,3000.03564453125,63840756.0,582914,5.15
34007,Camden,1,127,2958.771728515625,62962660.0,404536,7.31
25023,Plymouth,1,100,2909.36865234375,61911364.0,420468,6.92
49049,Utah,1,127,2885.686279296875,61407412.0,463691,6.22
16001,Ada,1,59,2868.3759765625,61039028.0,393981,7.28
42045,Delaware,1,143,2864.005859375,60946044.0,448836,6.38
42029,Chester,1,116,2852.162353515625,60694016.0,420196,6.79
31055,Douglas,1,156,2843.471923828125,60509084.0,436245,6.52
18089,Lake,1,117,2802.9169921875,59646076.0,382434,7.33
20173,Sedgwick,1,124,2788.2177734375,59333284.0,392631,7.1
26049,Genesee,1,129,2777.026611328125,59095120.0,313660,8.85
26161,Washtenaw,1,99,2753.364501953125,58591592.0,300686,9.16
10003,New Castle,1,129,2752.115478515625,58565020.0,450477,6.11
27037,Dakota,1,95,2735.8046875,58217924.0,335288,8.16
45045,Greenville,1,111,2719.009521484375,57860520.0,413455,6.58
41005,Clackamas,1,80,2671.79833984375,56855872.0,333294,8.02
08005,Arapahoe,1,147,2659.978271484375,56604336.0,505658,5.26
29183,St. Charles,1,78,2616.275634765625,55674344.0,316288,8.27
08059,Jefferson,1,137,2614.1845703125,55629848.0,470425,5.56
42133,York,1,90,2611.943359375,55582156.0,358282,7.29
39095,Lucas,1,127,2594.306640625,55206844.0,330439,7.85
01097,Mobile,1,114,2586.7255859375,55045516.0,316486,8.17
06019,Fresno,1,199,2584.185302734375,54991464.0,728329,3.55
41039,Lane,1,86,2583.512939453125,54977156.0,314593,8.21
17089,Kane,1,82,2539.203369140625,54034244.0,390231,6.51
19153,Polk,1,97,2538.594482421875,54021284.0,375057,6.77
47149,Rutherford,1,49,2535.53564453125,53956200.0,264421,9.59
34005,Burlington,1,114,2535.310302734375,53951396.0,368180,6.89
51810,Virginia Beach,1,99,2512.41650390625,53464232.0,356060,7.06
04019,Pima,1,241,2511.6845703125,53448644.0,841363,2.99
05119,Pulaski,1,94,2478.156005859375,52735160.0,305494,8.11
37067,Forsyth,1,93,2470.53564453125,52573000.0,298526,8.28
24510,Baltimore,1,199,2464.65283203125,52447812.0,456699,5.4
34027,Morris,1,100,2416.85400390625,51430652.0,404214,5.98
12115,Sarasota,1,94,2406.272216796875,51205476.0,385947,6.23
01089,Madison,1,73,2387.123779296875,50797996.0,310781,7.68
33011,Hillsborough,1,85,2363.864013671875,50303020.0,340184,6.95
47065,Hamilton,1,80,2356.73876953125,50151404.0,292393,8.06
12117,Seminole,1,86,2324.3974609375,49463176.0,376507,6.17
39017,Butler,1,80,2310.1513671875,49160016.0,298048,7.75
06111,Ventura,1,173,2308.982421875,49135144.0,652464,3.54
34039,Union,1,108,2293.0673828125,48796480.0,437773,5.24
12083,Marion,1,61,2278.467041015625,48485780.0,314765,7.24
18003,Allen,1,96,2276.36279296875,48441000.0,289409,7.87
27003,Anoka,1,83,2242.020263671875,47710192.0,279615,8.02
22051,Jefferson,1,124,2239.099365234375,47648028.0,335494,6.67
42011,Berks,1,90,2225.935791015625,47367916.0,334868,6.65
41047,Marion,1,58,2213.587158203125,47105148.0,263662,8.4
39151,Stark,1,86,2209.350341796875,47014976.0,292889,7.54
12069,Lake,1,56,2202.708251953125,46873632.0,322624,6.83
37051,Cumberland,1,67,2196.283935546875,46736924.0,252133,8.71
45051,Horry,1,71,2195.512451171875,46720500.0,305319,7.19
29077,Greene,1,62,2190.23486328125,46608196.0,238041,9.2
45079,Richland,1,88,2188.277587890625,46566544.0,327912,6.67
51153,Prince William,1,82,2176.20556640625,46309656.0,355514,6.12
55133,Waukesha,1,86,2135.408447265625,45441492.0,322286,6.63
45019,Charleston,1,85,2118.996337890625,45092240.0,333213,6.36
36071,Orange,1,79,2114.72216796875,45001292.0,300100,7.05
06029,Kern,1,151,2104.207763671875,44777544.0,647883,3.25
18057,Hamilton,1,39,2099.936279296875,44686644.0,264748,7.93
21067,Fayette,1,82,2097.57958984375,44636496.0,253380,8.28
08069,Larimer,1,73,2085.376708984375,44376816.0,295565,7.06
26065,Ingham,1,78,2071.3671875,44078692.0,226359,9.15
06077,San Joaquin,1,139,2071.282470703125,44076892.0,578486,3.58
12081,Manatee,1,78,2065.69287109375,43957940.0,342333,6.03
53067,Thurston,1,49,2058.168212890625,43797816.0,234047,8.79
36001,Albany,1,75,2050.351318359375,43631476.0,257941,7.95
08001,Adams,1,96,2032.9144287109375,43260416.0,391408,5.19
45083,Spartanburg,1,69,2031.3367919921875,43226848.0,258968,7.84
22071,Orleans,1,172,2017.50830078125,42932572.0,301614,6.69
06097,Sonoma,1,99,2013.2733154296875,42842452.0,391704,5.14
48039,Brazoria,1,50,2010.98486328125,42793764.0,282908,7.11
34021,Mercer,1,77,1973.6983642578125,42000300.0,299242,6.6
12097,Osceola,1,41,1968.960693359375,41899484.0,309159,6.37
48027,Bell,1,63,1947.311279296875,41438784.0,274805,7.09
06081,San Mateo,1,156,1936.2550048828125,41203504.0,597036,3.24
51041,Chesterfield,1,71,1929.035400390625,41049872.0,283089,6.81
36085,Richmond,1,108,1912.095947265625,40689404.0,385391,4.96
42077,Lehigh,1,76,1910.824951171875,40662356.0,290864,6.57
51107,Loudoun,1,64,1909.1766357421875,40627280.0,311307,6.13
35001,Bernalillo,1,153,1907.7554931640625,40597040.0,535032,3.57
42129,Westmoreland,1,100,1903.5953369140625,40508512.0,288614,6.6
06099,Stanislaus,1,94,1899.7230224609375,40426104.0,403935,4.7
48167,Galveston,1,66,1897.4949951171875,40378688.0,270087,7.03
12033,Escambia,1,71,1878.812744140625,39981132.0,255373,7.36
48061,Cameron,1,84,1853.6219482421875,39445076.0,299901,6.18
40027,Cleveland,1,62,1847.531494140625,39315468.0,235766,7.84
37063,Durham,1,59,1833.7557373046875,39022324.0,263055,6.97
34031,Passaic,1,100,1830.094482421875,38944408.0,395435,4.63
22103,St. Tammany,1,42,1829.6395263671875,38934732.0,205274,8.91
22055,Lafayette,1,42,1825.535888671875,38847400.0,185780,9.83
26139,Ottawa,1,53,1825.2987060546875,38842360.0,228953,7.97
45063,Lexington,1,73,1816.541015625,38655992.0,230910,7.87
12111,St. Lucie,1,43,1811.42138671875,38547048.0,277902,6.52
08013,Boulder,1,68,1807.6143798828125,38466032.0,269185,6.72
42095,Northampton,1,68,1766.115234375,37582928.0,254425,6.94
12073,Leon,1,68,1762.66796875,37509572.0,240404,7.33
23005,Cumberland,1,66,1759.4886474609375,37441920.0,250163,7.03
51087,Henrico,1,63,1758.874267578125,37428844.0,260169,6.76
34015,Gloucester,1,63,1758.4322509765625,37419440.0,239327,7.35
37021,Buncombe,1,56,1757.1824951171875,37392844.0,222651,7.89
39093,Lorain,1,73,1748.6295166015625,37210836.0,246197,7.1
53035,Kitsap,1,54,1746.5205078125,37165952.0,221457,7.89
05007,Benton,1,49,1745.39404296875,37141984.0,218751,7.98
29510,St. Louis,1,106,1737.52001953125,36974424.0,238700,7.28
27163,Washington,1,50,1733.781982421875,36894880.0,206480,8.4
53073,Whatcom,1,34,1732.16552734375,36860476.0,185313,9.35
26077,Kalamazoo,1,57,1729.3909912109375,36801440.0,205174,8.43
18141,St. Joseph,1,75,1728.2105712890625,36776320.0,209013,8.27
12021,Collier,1,73,1724.8079833984375,36703916.0,324044,5.32
05143,Washington,1,32,1722.78857421875,36660948.0,191964,8.97
36027,Dutchess,1,78,1717.518798828125,36548796.0,241802,7.1
17111,McHenry,1,52,1710.264892578125,36394436.0,239710,7.13
49011,Davis,1,54,1705.126220703125,36285084.0,253678,6.72
42079,Luzerne,1,103,1697.5880126953125,36124672.0,259927,6.53
34017,Hudson,1,165,1693.87158203125,36045588.0,568180,2.98
48355,Nueces,1,80,1656.287841796875,35245800.0,268391,6.17
36087,Rockland,1,65,1651.0294189453125,35133908.0,239203,6.9
34035,Somerset,1,68,1647.880126953125,35066888.0,272106,6.06
31109,Lancaster,1,74,1640.6002197265625,34911972.0,250383,6.55
33015,Rockingham,1,64,1632.283447265625,34734988.0,257607,6.34
29047,Clay,1,44,1619.605224609375,34465200.0,194751,8.32
12001,Alachua,1,56,1611.113037109375,34284488.0,231412,6.96
13051,Chatham,1,69,1608.711181640625,34233380.0,235733,6.82
47125,Montgomery,1,39,1597.6253662109375,33997468.0,166727,9.58
24027,Howard,1,55,1595.95556640625,33961932.0,253643,6.29
17201,Winnebago,1,76,1556.4366455078125,33120970.0,216539,7.19
25001,Barnstable,1,56,1548.617431640625,32954580.0,196898,7.87
37129,New Hanover,1,43,1544.9066162109375,32875614.0,189042,8.17
06075,San Francisco,1,195,1542.2384033203125,32818836.0,721593,2.14
12109,St. Johns,1,39,1538.833740234375,32746382.0,228898,6.72
48309,McLennan,1,50,1538.1983642578125,32732860.0,199939,7.69
45091,York,1,46,1533.0616455078125,32623552.0,219639,6.98
22017,Caddo,1,63,1527.3299560546875,32501584.0,177857,8.59
32031,Washoe,1,107,1518.6405029296875,32316666.0,388530,3.91
42043,Dauphin,1,65,1515.21044921875,32243680.0,222951,6.8
22019,Calcasieu,1,42,1507.927734375,32088700.0,156293,9.65
47187,Williamson,1,37,1499.660888671875,31912782.0,187765,7.99
06061,Placer,1,84,1489.46728515625,31695862.0,321825,4.63
39099,Mahoning,1,70,1484.3687744140625,31587366.0,180910,8.21
48041,Brazos,1,41,1479.308349609375,31479682.0,189739,7.8
01003,Baldwin,1,31,1478.01123046875,31452080.0,188817,7.83
24025,Harford,1,57,1476.3839111328125,31417446.0,203719,7.25
42041,Cumberland,1,49,1474.2607421875,31372266.0,210294,7.01
13057,Cherokee,1,26,1460.125244140625,31071466.0,210602,6.93
17119,Madison,1,61,1458.638671875,31039832.0,207647,7.02
06083,Santa Barbara,1,87,1457.5045166015625,31015692.0,344367,4.23
29099,Jefferson,1,42,1456.577880859375,30995978.0,176231,8.27
48209,Hays,1,25,1446.59716796875,30783588.0,198459,7.29
42049,Erie,1,71,1445.5413818359375,30761116.0,213206,6.78
24021,Frederick,1,61,1430.8831787109375,30449194.0,214766,6.66
48423,Smith,1,40,1430.597900390625,30443124.0,180105,7.94
08035,Douglas,1,61,1425.6895751953125,30338674.0,279823,5.09
37071,Gaston,1,65,1425.053466796875,30325138.0,179258,7.95
36063,Niagara,1,60,1422.146484375,30263280.0,169105,8.41
47165,Sumner,1,42,1419.861328125,30214648.0,153775,9.23
55009,Brown,1,54,1417.6690673828125,30167994.0,206673,6.86
36065,Oneida,1,71,1412.9130859375,30066788.0,180103,7.85
37025,Cabarrus,1,37,1410.4400634765625,30014166.0,172577,8.17
01125,Tuscaloosa,1,47,1399.162353515625,29774174.0,185617,7.54
34001,Atlantic,1,69,1361.42822265625,28971194.0,217089,6.27
51550,Chesapeake,1,41,1350.7447509765625,28743846.0,190053,7.11
06107,Tulare,1,78,1350.2994384765625,28734370.0,332659,4.06
29019,Boone,1,29,1339.978515625,28514742.0,148102,9.05
39165,Warren,1,33,1333.013427734375,28366528.0,187159,7.12
06053,Monterey,1,92,1332.602294921875,28357784.0,322633,4.13
06095,Solano,1,95,1326.957275390625,28237652.0,351400,3.78
49057,Weber,1,50,1322.8154296875,28149514.0,194087,6.82
13063,Clayton,1,49,1317.1463623046875,28028872.0,217282,6.06
18039,Elkhart,1,36,1315.38525390625,27991400.0,149701,8.79
48303,Lubbock,1,67,1315.1312255859375,27985988.0,240399,5.47
08123,Weld,1,77,1312.917236328125,27938880.0,253176,5.19
01117,Shelby,1,47,1306.41845703125,27800584.0,174730,7.48
17163,St. Clair,1,60,1306.406005859375,27800322.0,195450,6.68
41029,Jackson,1,41,1306.2344970703125,27796672.0,177109,7.38
48141,El Paso,1,160,1304.5394287109375,27760606.0,637480,2.05
37101,Johnston,1,25,1299.87939453125,27661436.0,169671,7.66
37179,Union,1,41,1299.784912109375,27659422.0,181266,7.17
13151,Henry,1,25,1299.056640625,27643926.0,183468,7.08
36007,Broome,1,55,1297.3603515625,27607828.0,159585,8.13
48245,Jefferson,1,72,1287.4609375,27397166.0,191375,6.73
39085,Lake,1,58,1279.117919921875,27219628.0,186724,6.85
28047,Harrison,1,45,1274.5946044921875,27123372.0,159530,7.99
36091,Saratoga,1,50,1268.979248046875,27003876.0,191168,6.64
39025,Clermont,1,39,1259.800537109375,26808554.0,162832,7.74
39155,Trumbull,1,55,1258.7454833984375,26786108.0,159837,7.88
47163,Sullivan,1,39,1255.1666259765625,26709946.0,129064,9.73
51710,Norfolk,1,77,1254.8924560546875,26704112.0,186947,6.71
12019,Clay,1,30,1253.306884765625,26670370.0,172120,7.28
51760,Richmond,1,66,1249.982177734375,26599622.0,187532,6.67
37133,Onslow,1,31,1247.3065185546875,26542682.0,157766,7.91
28049,Hinds,1,64,1246.849609375,26532960.0,169818,7.34
27137,St. Louis,1,66,1238.5701904296875,26356772.0,162534,7.62
42069,Lackawanna,1,59,1228.088623046875,26133724.0,171535,7.16
26093,Livingston,1,61,1209.5257568359375,25738710.0,154983,7.8
18163,Vanderburgh,1,48,1207.9356689453125,25704872.0,140749,8.58
13117,Forsyth,1,45,1203.6845703125,25614408.0,191875,6.27
20177,Shawnee,1,43,1201.6478271484375,25571066.0,136774,8.79
01101,Montgomery,1,65,1197.8673095703125,25490616.0,172489,6.94
45007,Anderson,1,39,1185.9840087890625,25237740.0,160100,7.41
51013,Arlington,1,57,1185.6751708984375,25231168.0,192709,6.15
16027,Canyon,1,29,1182.93701171875,25172900.0,176576,6.7
45015,Berkeley,1,44,1180.0433349609375,25111318.0,181906,6.49
19113,Linn,1,45,1178.515380859375,25078808.0,177230,6.65
10005,Sussex,1,53,1177.83251953125,25064276.0,202330,5.82
23031,York,1,40,1173.2703857421875,24967194.0,175891,6.67
36111,Ulster,1,47,1172.4271240234375,24949244.0,150473,7.79
44003,Kent,1,38,1167.1923828125,24837852.0,139423,8.37
18157,Tippecanoe,1,37,1159.916748046875,24683028.0,148979,7.79
13245,Richmond,1,47,1157.659912109375,24635000.0,158585,7.3
13215,Muscogee,1,53,1153.7103271484375,24550956.0,153256,7.53
22063,Livingston,1,17,1147.9842529296875,24429108.0,107980,10.63
26145,Saginaw,1,56,1146.2860107421875,24392966.0,148509,7.72
21117,Kenton,1,41,1145.4296875,24374744.0,129828,8.82
37001,Alamance,1,36,1143.0015869140625,24323078.0,135505,8.44
12053,Hernando,1,44,1142.2288818359375,24306632.0,164146,6.96
18081,Johnson,1,22,1139.13134765625,24240716.0,123924,9.19
48139,Ellis,1,31,1131.7076416015625,24082736.0,149972,7.55
17019,Champaign,1,43,1129.3455810546875,24032472.0,166368,6.79
28033,DeSoto,1,33,1121.4315185546875,23864062.0,141087,7.95
12091,Okaloosa,1,41,1119.9273681640625,23832056.0,165844,6.75
42125,Washington,1,59,1118.1405029296875,23794032.0,168523,6.63
50007,Chittenden,1,34,1113.5821533203125,23697028.0,139407,7.99
37057,Davidson,1,34,1107.3717041015625,23564874.0,133783,8.28
12015,Charlotte,1,38,1091.1072998046875,23218764.0,172013,6.34
53077,Yakima,1,45,1087.7706298828125,23147762.0,181508,5.99
48251,Johnson,1,28,1087.6019287109375,23144170.0,139921,7.77
26147,St. Clair,1,49,1085.935546875,23108710.0,127249,8.53
12113,Santa Rosa,1,25,1074.513427734375,22865646.0,151168,7.11
12017,Citrus,1,27,1073.654541015625,22847370.0,135185,7.94
37035,Catawba,1,31,1072.0438232421875,22813092.0,126620,8.47
37097,Iredell,1,44,1067.799560546875,22722774.0,148652,7.18
18127,Porter,1,30,1067.4178466796875,22714652.0,136507,7.82
01081,Lee,1,27,1065.497802734375,22673794.0,140096,7.61
26121,Muskegon,1,42,1065.429931640625,22672350.0,135566,7.86
18105,Monroe,1,31,1061.2237548828125,22582842.0,117497,9.03
17167,Sangamon,1,53,1058.6285400390625,22527616.0,152237,6.95
47179,Washington,1,23,1058.11376953125,22516662.0,109346,9.68
47189,Wilson,1,21,1057.9024658203125,22512164.0,117540,9.0
22073,Ouachita,1,39,1056.322998046875,22478556.0,119617,8.83
55101,Racine,1,44,1053.2469482421875,22413096.0,151746,6.94
13139,Hall,1,36,1049.4320068359375,22331914.0,158032,6.64
39041,Delaware,1,35,1047.876953125,22298822.0,165286,6.34
39089,Licking,1,32,1047.105712890625,22282412.0,138851,7.54
47009,Blount,1,26,1046.936279296875,22278800.0,110277,9.49
54039,Kanawha,1,53,1044.94970703125,22236532.0,142591,7.33
06087,Santa Cruz,1,52,1043.50146484375,22205712.0,216119,4.83
39103,Medina,1,37,1041.025390625,22153018.0,143394,7.26
18063,Hendricks,1,21,1031.7894287109375,21956478.0,135169,7.63
42019,Butler,1,44,1022.0092163085938,21748356.0,157715,6.48
06079,San Luis Obispo,1,53,1015.2866821289062,21605302.0,231922,4.38
42027,Centre,1,31,1011.0499877929688,21515146.0,134702,7.51
37147,Pitt,1,32,1009.88232421875,21490298.0,135229,7.47
12005,Bay,1,43,1007.9049682617188,21448218.0,143219,7.04
22105,Tangipahoa,1,20,1007.492919921875,21439450.0,102002,9.88
06007,Butte,1,51,1006.0555419921875,21408860.0,166535,6.04
55087,Outagamie,1,40,999.3980712890625,21267188.0,147114,6.79
26075,Jackson,1,38,998.5759887695312,21249698.0,126373,7.9
53005,Benton,1,36,995.5972900390625,21186308.0,154720,6.43
06017,El Dorado,1,42,994.6458740234375,21166064.0,154382,6.44
27145,Stearns,1,29,994.5945434570312,21164972.0,121789,8.17
55105,Rock,1,38,993.1455078125,21134136.0,126772,7.83
45003,Aiken,1,32,991.5700073242188,21100610.0,134885,7.35
26115,Monroe,1,38,983.8815307617188,20937002.0,122323,8.04
24043,Washington,1,32,983.5491333007812,20929924.0,121129,8.12
55139,Winnebago,1,41,975.941162109375,20768030.0,136375,7.16
13153,Houston,1,23,975.6688232421875,20762234.0,124123,7.86
21227,Warren,1,24,966.64599609375,20570228.0,105274,9.18
24013,Carroll,1,38,964.16845703125,20517504.0,135952,7.09
37019,Brunswick,1,32,963.1982421875,20496858.0,124942,7.71
30111,Yellowstone,1,32,962.658447265625,20485372.0,128498,7.49
28121,Rankin,1,27,961.02880859375,20450692.0,122477,7.85
05045,Faulkner,1,25,959.0352783203125,20408270.0,97283,9.86
36093,Schenectady,1,43,958.7161254882812,20401480.0,125159,7.66
23019,Penobscot,1,46,954.8099365234375,20318354.0,126184,7.57
13223,Paulding,1,19,953.5592651367188,20291742.0,129492,7.36
41017,Deschutes,1,24,950.4683227539062,20225970.0,163750,5.8
17143,Peoria,1,48,950.3848266601562,20224186.0,136775,6.95
51700,Newport News,1,44,949.9827880859375,20215634.0,141720,6.7
06041,Marin,1,55,949.3091430664062,20201300.0,207753,4.57
22079,Rapides,1,32,947.751220703125,20168150.0,96239,9.85
16055,Kootenai,1,25,947.315185546875,20158866.0,137633,6.88
45013,Beaufort,1,40,946.77880859375,20147452.0,157927,6.0
05131,Sebastian,1,26,945.7999267578125,20126624.0,97738,9.68
39057,Greene,1,35,944.0335693359375,20089032.0,133637,7.06
25015,Hampshire,1,36,942.6012573242188,20058556.0,133246,7.07
46099,Minnehaha,1,42,940.3794555664062,20011276.0,149421,6.29
39133,Portage,1,35,938.6232299804688,19973904.0,131750,7.12
27109,Olmsted,1,33,933.3096313476562,19860830.0,123866,7.53
48367,Parker,1,19,933.1115112304688,19856614.0,118916,7.85
10001,Kent,1,32,928.3395385742188,19755062.0,142669,6.51
17113,McLean,1,41,925.1427001953125,19687040.0,134203,6.89
48187,Guadalupe,1,29,925.1240844726562,19686640.0,134976,6.85
42055,Franklin,1,27,924.7696533203125,19679100.0,121987,7.58
48091,Comal,1,24,921.7489013671875,19614818.0,135761,6.79
21015,Boone,1,21,920.2536010742188,19582998.0,102139,9.01
55059,Kenosha,1,35,918.0985107421875,19537136.0,131217,7.0
26021,Berrien,1,48,917.502685546875,19524456.0,120292,7.63
39045,Fairfield,1,28,912.5537109375,19419144.0,122691,7.44
42007,Beaver,1,51,911.8102416992188,19403322.0,134458,6.78
48257,Kaufman,1,18,911.7498779296875,19402036.0,114732,7.95
28059,Jackson,1,28,905.9964599609375,19279604.0,111178,8.15
36083,Rensselaer,1,42,904.93359375,19256986.0,129499,6.99
45035,Dorchester,1,25,903.388671875,19224112.0,124573,7.25
