GEOID,name,tracts,preventable_cases,avoided_cost,adult_population,preventable_per_1000_adults
06075,San Francisco,1,3277.42138671875,69743528.0,721593,4.54
34023,Middlesex,1,3263.682861328125,69451176.0,675050,4.83
25027,Worcester,1,3250.07470703125,69161584.0,682295,4.76
34013,Essex,1,3213.766845703125,68388960.0,651811,4.93
12105,Polk,1,3137.98486328125,66776324.0,592991,5.29
48339,Montgomery,1,3051.37109375,64933176.0,483927,6.31
27123,Ramsey,1,3013.052490234375,64117760.0,417993,7.21
41067,Washington,1,2987.250244140625,63568692.0,468240,6.38
08005,Arapahoe,1,2951.71533203125,62812504.0,505658,5.84
13067,Cobb,1,2917.96240234375,62094240.0,593070,4.92
16001,Ada,1,2900.636962890625,61725556.0,393981,7.36
12101,Pasco,1,2877.4462890625,61232052.0,469214,6.13
42017,Bucks,1,2860.677490234375,60875212.0,516115,5.54
39113,Montgomery,1,2850.630859375,60661424.0,416417,6.85
06077,San Joaquin,1,2850.495361328125,60658544.0,578486,4.93
13089,DeKalb,1,2829.64404296875,60214828.0,586766,4.82
01073,Jefferson,1,2819.750244140625,60004296.0,515654,5.47
25021,Norfolk,1,2813.791259765625,59877480.0,574797,4.9
34017,Hudson,1,2742.26904296875,58355488.0,568180,4.83
08059,Jefferson,1,2689.43994140625,57231276.0,470425,5.72
17097,Lake,1,2672.350830078125,56867620.0,543787,4.91
34029,Ocean,1,2672.175048828125,56863876.0,485435,5.5
17197,Will,1,2651.46728515625,56423220.0,530845,4.99
39153,Summit,1,2636.79736328125,56111044.0,426041,6.19
24510,Baltimore,1,2623.74755859375,55833348.0,456699,5.75
47093,Knox,1,2623.529052734375,55828696.0,384726,6.82
12009,Brevard,1,2619.608154296875,55745256.0,507778,5.16
53011,Clark,1,2577.404541015625,54847168.0,392420,6.57
24033,Prince George's,1,2573.689453125,54768108.0,743108,3.46
08001,Adams,1,2505.610595703125,53319396.0,391408,6.4
06099,Stanislaus,1,2498.689697265625,53172116.0,403935,6.19
12127,Volusia,1,2494.4814453125,53082568.0,468769,5.32
22033,East Baton Rouge,1,2487.96240234375,52943840.0,349987,7.11
06081,San Mateo,1,2479.492919921875,52763608.0,597036,4.15
20091,Johnson,1,2467.9462890625,52517896.0,468368,5.27
37081,Guilford,1,2450.136474609375,52138912.0,422662,5.8
42045,Delaware,1,2442.3837890625,51973928.0,448836,5.44
34025,Monmouth,1,2437.415771484375,51868208.0,508148,4.8
36067,Onondaga,1,2431.8154296875,51749032.0,372016,6.54
41039,Lane,1,2419.378173828125,51484364.0,314593,7.69
25005,Bristol,1,2418.3076171875,51461580.0,458549,5.27
31055,Douglas,1,2406.04443359375,51200632.0,436245,5.52
34007,Camden,1,2382.490966796875,50699404.0,404536,5.89
20173,Sedgwick,1,2367.6279296875,50383120.0,392631,6.03
55025,Dane,1,2357.2646484375,50162596.0,451869,5.22
24003,Anne Arundel,1,2350.566650390625,50020052.0,457051,5.14
42071,Lancaster,1,2332.74658203125,49640848.0,426058,5.48
18089,Lake,1,2314.35205078125,49249408.0,382434,6.05
06097,Sonoma,1,2261.0234375,48114580.0,391704,5.77
25013,Hampden,1,2233.913818359375,47537684.0,365303,6.12
32031,Washoe,1,2218.677734375,47213468.0,388530,5.71
41005,Clackamas,1,2164.401123046875,46058460.0,333294,6.49
34039,Union,1,2140.36376953125,45546940.0,437773,4.89
10003,New Castle,1,2121.86865234375,45153364.0,450477,4.71
29183,St. Charles,1,2116.323486328125,45035356.0,316288,6.69
39095,Lucas,1,2096.8173828125,44620272.0,330439,6.35
22051,Jefferson,1,2068.747802734375,44022952.0,335494,6.17
42029,Chester,1,2066.468994140625,43974456.0,420196,4.92
45045,Greenville,1,2061.0654296875,43859472.0,413455,4.98
41047,Marion,1,2054.194091796875,43713256.0,263662,7.79
25023,Plymouth,1,2048.929443359375,43601216.0,420468,4.87
26161,Washtenaw,1,2045.2720947265625,43523392.0,300686,6.8
42133,York,1,2040.9766845703125,43431984.0,358282,5.7
19153,Polk,1,2040.216552734375,43415808.0,375057,5.44
51810,Virginia Beach,1,2026.5982666015625,43126012.0,356060,5.69
08069,Larimer,1,2022.3564453125,43035744.0,295565,6.84
27037,Dakota,1,2022.072265625,43029700.0,335288,6.03
12115,Sarasota,1,1995.6947021484375,42468380.0,385947,5.17
22071,Orleans,1,1976.584716796875,42061720.0,301614,6.55
04021,Pinal,1,1967.53662109375,41869180.0,351626,5.6
26049,Genesee,1,1955.8538818359375,41620572.0,313660,6.24
12117,Seminole,1,1943.733154296875,41362640.0,376507,5.16
36085,Richmond,1,1933.2708740234375,41140008.0,385391,5.02
06107,Tulare,1,1933.1077880859375,41136532.0,332659,5.81
06083,Santa Barbara,1,1927.4384765625,41015892.0,344367,5.6
47149,Rutherford,1,1927.0928955078125,41008532.0,264421,7.29
17089,Kane,1,1910.441162109375,40654188.0,390231,4.9
05119,Pulaski,1,1880.982666015625,40027308.0,305494,6.16
01097,Mobile,1,1876.34521484375,39928628.0,316486,5.93
34005,Burlington,1,1868.24267578125,39756204.0,368180,5.07
48027,Bell,1,1850.705322265625,39383012.0,274805,6.73
34031,Passaic,1,1814.120849609375,38604488.0,395435,4.59
06095,Solano,1,1803.7149658203125,38383056.0,351400,5.13
39017,Butler,1,1797.966064453125,38260720.0,298048,6.03
37067,Forsyth,1,1793.823486328125,38172568.0,298526,6.01
12081,Manatee,1,1793.4661865234375,38164964.0,342333,5.24
18003,Allen,1,1792.251220703125,38139100.0,289409,6.19
33011,Hillsborough,1,1788.7864990234375,38065376.0,340184,5.26
49011,Davis,1,1787.179443359375,38031180.0,253678,7.05
08013,Boulder,1,1785.1328125,37987628.0,269185,6.63
42011,Berks,1,1784.5814208984375,37975892.0,334868,5.33
06053,Monterey,1,1775.4808349609375,37782240.0,322633,5.5
45079,Richland,1,1773.4117431640625,37738204.0,327912,5.41
01089,Madison,1,1770.247314453125,37670864.0,310781,5.7
21067,Fayette,1,1761.202880859375,37478396.0,253380,6.95
06061,Placer,1,1753.8453369140625,37321828.0,321825,5.45
47065,Hamilton,1,1753.342041015625,37311120.0,292393,6.0
45051,Horry,1,1739.6728515625,37020240.0,305319,5.7
48303,Lubbock,1,1731.241943359375,36840832.0,240399,7.2
40027,Cleveland,1,1728.909423828125,36791192.0,235766,7.33
39151,Stark,1,1727.744384765625,36766400.0,292889,5.9
12083,Marion,1,1727.3516845703125,36758044.0,314765,5.49
29510,St. Louis,1,1727.1015625,36752720.0,238700,7.24
37051,Cumberland,1,1714.200927734375,36478200.0,252133,6.8
29077,Greene,1,1707.470703125,36334980.0,238041,7.17
12069,Lake,1,1702.757080078125,36234672.0,322624,5.28
45019,Charleston,1,1693.53857421875,36038496.0,333213,5.08
48061,Cameron,1,1689.9208984375,35961520.0,299901,5.63
48355,Nueces,1,1681.8214111328125,35789160.0,268391,6.27
51153,Prince William,1,1680.6224365234375,35763648.0,355514,4.73
34027,Morris,1,1676.2550048828125,35670704.0,404214,4.15
27003,Anoka,1,1674.171630859375,35626372.0,279615,5.99
55133,Waukesha,1,1657.93505859375,35280856.0,322286,5.14
48167,Galveston,1,1653.48779296875,35186220.0,270087,6.12
12097,Osceola,1,1617.021484375,34410220.0,309159,5.23
48039,Brazoria,1,1612.394287109375,34311756.0,282908,5.7
42077,Lehigh,1,1612.1083984375,34305668.0,290864,5.54
53067,Thurston,1,1608.32177734375,34225088.0,234047,6.87
18057,Hamilton,1,1605.864013671875,34172784.0,264748,6.07
36001,Albany,1,1578.2449951171875,33585052.0,257941,6.12
34021,Mercer,1,1560.9678955078125,33217396.0,299242,5.22
26065,Ingham,1,1538.1907958984375,32732702.0,226359,6.8
08035,Douglas,1,1529.3978271484375,32545590.0,279823,5.47
08123,Weld,1,1492.3922119140625,31758102.0,253176,5.89
12021,Collier,1,1492.3564453125,31757342.0,324044,4.61
45083,Spartanburg,1,1478.14111328125,31454842.0,258968,5.71
51107,Loudoun,1,1467.8348388671875,31235520.0,311307,4.72
12111,St. Lucie,1,1464.39306640625,31162284.0,277902,5.27
45063,Lexington,1,1414.5718994140625,30102090.0,230910,6.13
22055,Lafayette,1,1414.3057861328125,30096424.0,185780,7.61
41029,Jackson,1,1407.083984375,29942750.0,177109,7.94
36071,Orange,1,1399.5498046875,29782416.0,300100,4.66
49057,Weber,1,1393.859130859375,29661326.0,194087,7.18
48309,McLennan,1,1390.404296875,29587806.0,199939,6.95
12033,Escambia,1,1390.12841796875,29581934.0,255373,5.44
48041,Brazos,1,1390.1209716796875,29581774.0,189739,7.33
05007,Benton,1,1385.395263671875,29481214.0,218751,6.33
42129,Westmoreland,1,1383.298583984375,29436592.0,288614,4.79
51041,Chesterfield,1,1379.1151123046875,29347568.0,283089,4.87
53035,Kitsap,1,1379.0823974609375,29346870.0,221457,6.23
22103,St. Tammany,1,1378.57470703125,29336072.0,205274,6.72
39093,Lorain,1,1372.3458251953125,29203516.0,246197,5.57
37063,Durham,1,1359.2247314453125,28924298.0,263055,5.17
31109,Lancaster,1,1352.34765625,28777960.0,250383,5.4
26139,Ottawa,1,1344.063232421875,28601664.0,228953,5.87
42079,Luzerne,1,1341.6611328125,28550550.0,259927,5.16
05143,Washington,1,1339.2777099609375,28499828.0,191964,6.98
42095,Northampton,1,1333.0703125,28367736.0,254425,5.24
53073,Whatcom,1,1330.8323974609375,28320116.0,185313,7.18
51087,Henrico,1,1329.1788330078125,28284924.0,260169,5.11
18141,St. Joseph,1,1326.893310546875,28236290.0,209013,6.35
12073,Leon,1,1314.7325439453125,27977510.0,240404,5.47
23005,Cumberland,1,1306.155517578125,27794994.0,250163,5.22
06079,San Luis Obispo,1,1297.4249267578125,27609210.0,231922,5.59
34015,Gloucester,1,1280.6966552734375,27253226.0,239327,5.35
48209,Hays,1,1267.7431640625,26977572.0,198459,6.39
27163,Washington,1,1265.564697265625,26931216.0,206480,6.13
13051,Chatham,1,1259.6883544921875,26806164.0,235733,5.34
37129,New Hanover,1,1237.4268798828125,26332444.0,189042,6.55
42043,Dauphin,1,1230.9490966796875,26194598.0,222951,5.52
26077,Kalamazoo,1,1229.021240234375,26153574.0,205174,5.99
04025,Yavapai,1,1220.97802734375,25982408.0,203933,5.99
12001,Alachua,1,1219.0989990234375,25942430.0,231412,5.27
37021,Buncombe,1,1210.66650390625,25762980.0,222651,5.44
17111,McHenry,1,1209.80224609375,25744592.0,239710,5.05
29047,Clay,1,1200.9117431640625,25555402.0,194751,6.17
36027,Dutchess,1,1197.0107421875,25472388.0,241802,4.95
34035,Somerset,1,1195.096923828125,25431664.0,272106,4.39
16027,Canyon,1,1194.1666259765625,25411866.0,176576,6.76
17201,Winnebago,1,1182.5526123046875,25164718.0,216539,5.46
22019,Calcasieu,1,1180.2315673828125,25115326.0,156293,7.55
36087,Rockland,1,1176.5247802734375,25036444.0,239203,4.92
53077,Yakima,1,1169.276611328125,24882210.0,181508,6.44
51760,Richmond,1,1165.738525390625,24806912.0,187532,6.22
24027,Howard,1,1163.468505859375,24758608.0,253643,4.59
48479,Webb,1,1162.71337890625,24742540.0,182995,6.35
55009,Brown,1,1158.9453125,24662356.0,206673,5.61
48423,Smith,1,1151.3203125,24500096.0,180105,6.39
47125,Montgomery,1,1148.8250732421875,24446998.0,166727,6.89
12109,St. Johns,1,1145.642333984375,24379266.0,228898,5.01
42041,Cumberland,1,1145.380615234375,24373698.0,210294,5.45
06087,Santa Cruz,1,1142.001708984375,24301800.0,216119,5.28
22017,Caddo,1,1138.92236328125,24236268.0,177857,6.4
06047,Merced,1,1138.78125,24233266.0,202355,5.63
51013,Arlington,1,1138.60302734375,24229474.0,192709,5.91
33015,Rockingham,1,1137.01953125,24195772.0,257607,4.41
45091,York,1,1134.368896484375,24139368.0,219639,5.16
53005,Benton,1,1127.611328125,23995572.0,154720,7.29
34001,Atlantic,1,1117.1285400390625,23772498.0,217089,5.15
42049,Erie,1,1113.321533203125,23691484.0,213206,5.22
25001,Barnstable,1,1111.020751953125,23642524.0,196898,5.64
41017,Deschutes,1,1109.265869140625,23605172.0,163750,6.77
39099,Mahoning,1,1107.6920166015625,23571690.0,180910,6.12
48245,Jefferson,1,1095.6220703125,23314838.0,191375,5.73
51710,Norfolk,1,1084.5653076171875,23079548.0,186947,5.8
47187,Williamson,1,1080.942138671875,23002446.0,187765,5.76
17119,Madison,1,1079.4471435546875,22970636.0,207647,5.2
06007,Butte,1,1055.77001953125,22466784.0,166535,6.34
36063,Niagara,1,1052.5916748046875,22399152.0,169105,6.22
01125,Tuscaloosa,1,1048.4173583984375,22310320.0,185617,5.65
24025,Harford,1,1044.6622314453125,22230410.0,203719,5.13
29099,Jefferson,1,1040.576171875,22143460.0,176231,5.9
13057,Cherokee,1,1039.114990234375,22112366.0,210602,4.93
24021,Frederick,1,1036.12255859375,22048690.0,214766,4.82
29019,Boone,1,1031.59814453125,21952408.0,148102,6.97
04015,Mohave,1,1020.8999633789062,21724746.0,181878,5.61
51550,Chesapeake,1,1019.5965576171875,21697014.0,190053,5.36
35013,Doña Ana,1,1019.5374145507812,21695758.0,169534,6.01
37025,Cabarrus,1,1018.165771484375,21666570.0,172577,5.9
01003,Baldwin,1,1009.391357421875,21479848.0,188817,5.35
39085,Lake,1,1008.072021484375,21451772.0,186724,5.4
13063,Clayton,1,1005.2754516601562,21392262.0,217282,4.63
36065,Oneida,1,999.9382934570312,21278688.0,180103,5.55
37071,Gaston,1,994.5430297851562,21163876.0,179258,5.55
48139,Ellis,1,988.5487670898438,21036316.0,149972,6.59
30111,Yellowstone,1,980.8399047851562,20872272.0,128498,7.63
39165,Warren,1,979.2325439453125,20838070.0,187159,5.23
18039,Elkhart,1,974.3831787109375,20734874.0,149701,6.51
28047,Harrison,1,973.0394897460938,20706280.0,159530,6.1
49053,Washington,1,970.5678100585938,20653684.0,142689,6.8
12019,Clay,1,964.5634155273438,20525912.0,172120,5.6
18163,Vanderburgh,1,960.48583984375,20439142.0,140749,6.82
06041,Marin,1,959.8588256835938,20425796.0,207753,4.62
06113,Yolo,1,958.22216796875,20390968.0,173144,5.53
19113,Linn,1,955.7008056640625,20337312.0,177230,5.39
27137,St. Louis,1,954.0399780273438,20301970.0,162534,5.87
42069,Lackawanna,1,950.6371459960938,20229558.0,171535,5.54
17163,St. Clair,1,949.0638427734375,20196078.0,195450,4.86
47165,Sumner,1,947.4212646484375,20161128.0,153775,6.16
13151,Henry,1,946.2064819335938,20135274.0,183468,5.16
01117,Shelby,1,937.6676635742188,19953568.0,174730,5.37
13245,Richmond,1,933.39599609375,19862666.0,158585,5.89
06017,El Dorado,1,931.840576171875,19829568.0,154382,6.04
36007,Broome,1,931.4578247070312,19821422.0,159585,5.84
48251,Johnson,1,930.3499145507812,19797846.0,139921,6.65
01101,Montgomery,1,929.8070068359375,19786294.0,172489,5.39
37179,Union,1,929.7843017578125,19785808.0,181266,5.13
18157,Tippecanoe,1,922.4680786132812,19630122.0,148979,6.19
20177,Shawnee,1,918.4323120117188,19544238.0,136774,6.71
12053,Hernando,1,917.4212646484375,19522724.0,164146,5.59
13215,Muscogee,1,916.0098266601562,19492688.0,153256,5.98
21117,Kenton,1,912.5341796875,19418730.0,129828,7.03
37101,Johnston,1,905.1149291992188,19260846.0,169671,5.33
55101,Racine,1,903.193603515625,19219958.0,151746,5.95
28049,Hinds,1,900.4994506835938,19162628.0,169818,5.3
12015,Charlotte,1,894.809326171875,19041544.0,172013,5.2
17019,Champaign,1,894.2322998046875,19029262.0,166368,5.38
39155,Trumbull,1,892.1107177734375,18984118.0,159837,5.58
45015,Berkeley,1,886.7814331054688,18870710.0,181906,4.87
47163,Sullivan,1,884.8665771484375,18829962.0,129064,6.86
13117,Forsyth,1,881.373779296875,18755632.0,191875,4.59
39025,Clermont,1,878.1597900390625,18687240.0,162832,5.39
37133,Onslow,1,876.4843139648438,18651588.0,157766,5.56
44003,Kent,1,869.9628295898438,18512810.0,139423,6.24
06089,Shasta,1,867.3237915039062,18456650.0,142150,6.1
12091,Okaloosa,1,863.6712646484375,18378924.0,165844,5.21
04027,Yuma,1,859.0123901367188,18279782.0,156074,5.5
08077,Mesa,1,851.6629638671875,18123384.0,124509,6.84
36091,Saratoga,1,851.3651123046875,18117048.0,191168,4.45
16055,Kootenai,1,850.8417358398438,18105910.0,137633,6.18
08101,Pueblo,1,844.173583984375,17964012.0,131581,6.42
18081,Johnson,1,839.5517578125,17865662.0,123924,6.77
38017,Cass,1,839.387939453125,17862176.0,146920,5.71
48187,Guadalupe,1,838.212158203125,17837156.0,134976,6.21
45007,Anderson,1,838.1578979492188,17835998.0,160100,5.24
12005,Bay,1,837.6566772460938,17825334.0,143219,5.85
26093,Livingston,1,835.6461791992188,17782552.0,154983,5.39
22063,Livingston,1,834.5095825195312,17758362.0,107980,7.73
48091,Comal,1,830.0538940429688,17663546.0,135761,6.11
28033,DeSoto,1,827.424560546875,17607594.0,141087,5.86
42125,Washington,1,818.4221801757812,17416024.0,168523,4.86
26145,Saginaw,1,817.3341674804688,17392872.0,148509,5.5
48367,Parker,1,812.08544921875,17281176.0,118916,6.83
37001,Alamance,1,811.8442993164062,17276048.0,135505,5.99
50007,Chittenden,1,811.3811645507812,17266192.0,139407,5.82
36111,Ulster,1,808.2843627929688,17200290.0,150473,5.37
35049,Santa Fe,1,807.0858764648438,17174786.0,129599,6.23
55087,Outagamie,1,807.0087280273438,17173148.0,147114,5.49
46099,Minnehaha,1,806.3078002929688,17158230.0,149421,5.4
10005,Sussex,1,801.8219604492188,17062770.0,202330,3.96
18105,Monroe,1,799.0428466796875,17003632.0,117497,6.8
23031,York,1,797.5105590820312,16971024.0,175891,4.53
01081,Lee,1,797.33154296875,16967216.0,140096,5.69
55059,Kenosha,1,795.7630004882812,16933836.0,131217,6.06
26147,St. Clair,1,794.5304565429688,16907608.0,127249,6.24
48257,Kaufman,1,792.0962524414062,16855808.0,114732,6.9
12017,Citrus,1,791.8223266601562,16849980.0,135185,5.86
51700,Newport News,1,788.02587890625,16769191.0,141720,5.56
26121,Muskegon,1,783.0266723632812,16662808.0,135566,5.78
37097,Iredell,1,780.791748046875,16615248.0,148652,5.25
39041,Delaware,1,779.54052734375,16588622.0,165286,4.72
37035,Catawba,1,770.065185546875,16386988.0,126620,6.08
47179,Washington,1,768.5479125976562,16354700.0,109346,7.03
13139,Hall,1,767.843017578125,16339699.0,158032,4.86
40017,Canadian,1,767.7667846679688,16338078.0,120516,6.37
37057,Davidson,1,765.7316284179688,16294768.0,133783,5.72
22073,Ouachita,1,764.1592407226562,16261311.0,119617,6.39
48135,Ector,1,763.7449951171875,16252495.0,113701,6.72
55105,Rock,1,763.439453125,16245992.0,126772,6.02
39089,Licking,1,759.64306640625,16165205.0,138851,5.47
18063,Hendricks,1,758.365966796875,16138027.0,135169,5.61
39103,Medina,1,757.2240600585938,16113728.0,143394,5.28
54039,Kanawha,1,756.880859375,16106423.0,142591,5.31
47189,Wilson,1,755.9246215820312,16086074.0,117540,6.43
48329,Midland,1,755.2841186523438,16072447.0,121782,6.2
37147,Pitt,1,750.7310791015625,15975558.0,135229,5.55
41043,Linn,1,750.3235473632812,15966883.0,100999,7.43
27145,Stearns,1,748.662841796875,15931545.0,121789,6.15
47009,Blount,1,746.9212036132812,15894485.0,110277,6.77
55139,Winnebago,1,744.7625122070312,15848546.0,136375,5.46
05131,Sebastian,1,744.091796875,15834274.0,97738,7.61
48381,Randall,1,743.5455932617188,15822651.0,109341,6.8
13153,Houston,1,743.133056640625,15813872.0,124123,5.99
17167,Sangamon,1,741.5023193359375,15779169.0,152237,4.87
18127,Porter,1,741.4428100585938,15777903.0,136507,5.43
45003,Aiken,1,739.970458984375,15746572.0,134885,5.49
24043,Washington,1,737.9531860351562,15703642.0,121129,6.09
36093,Schenectady,1,737.5352783203125,15694752.0,125159,5.89
22105,Tangipahoa,1,733.2484741210938,15603528.0,102002,7.19
48181,Grayson,1,733.0567016601562,15599448.0,106228,6.9
17113,McLean,1,723.69873046875,15400308.0,134203,5.39
42019,Butler,1,720.2664184570312,15327270.0,157715,4.57
48441,Taylor,1,718.7915649414062,15295884.0,108832,6.6
42027,Centre,1,718.654541015625,15292968.0,134702,5.34
48485,Wichita,1,718.0194702148438,15279456.0,100034,7.18
05045,Faulkner,1,715.9271240234375,15234927.0,97283,7.36
30063,Missoula,1,715.0035400390625,15215277.0,97567,7.33
37019,Brunswick,1,713.7833862304688,15189312.0,124942,5.71
04005,Coconino,1,709.723388671875,15102909.0,115936,6.12
39057,Greene,1,709.2342529296875,15092504.0,133637,5.31
27109,Olmsted,1,709.0574951171875,15088744.0,123866,5.72
12113,Santa Rosa,1,706.5460205078125,15035300.0,151168,4.67
21015,Boone,1,702.3984985351562,14947039.0,102139,6.88
49005,Cache,1,700.4823608398438,14906264.0,96391,7.27
26115,Monroe,1,700.125244140625,14898667.0,122323,5.72
45013,Beaufort,1,700.1198120117188,14898550.0,157927,4.43
21227,Warren,1,696.9834594726562,14831808.0,105274,6.62
40031,Comanche,1,696.5853271484375,14823336.0,92616,7.52
42055,Franklin,1,695.2161865234375,14794200.0,121987,5.7
28121,Rankin,1,691.0778198242188,14706134.0,122477,5.64
51510,Alexandria,1,687.2364501953125,14624392.0,128076,5.37
20209,Wyandotte,1,687.0516967773438,14620459.0,121089,5.67
31153,Sarpy,1,684.2847900390625,14561579.0,142235,4.81
26075,Jackson,1,684.27587890625,14561391.0,126373,5.41
22079,Rapides,1,683.9036865234375,14553472.0,96239,7.11
35043,Sandoval,1,677.4391479492188,14415905.0,117926,5.74
06039,Madera,1,667.6072998046875,14206685.0,115343,5.79
12061,Indian River,1,666.4140625,14181291.0,138881,4.8
13223,Paulding,1,665.6465454101562,14164959.0,129492,5.14
39045,Fairfield,1,665.4314575195312,14160381.0,122691,5.42
28059,Jackson,1,664.7321166992188,14145500.0,111178,5.98
53057,Skagit,1,662.3601684570312,14095023.0,102843,6.44
24013,Carroll,1,660.6066284179688,14057709.0,135952,4.86
13059,Clarke,1,658.1044921875,14004463.0,107331,6.13
29097,Jasper,1,657.7177734375,13996234.0,92879,7.08
45035,Dorchester,1,656.4755859375,13969799.0,124573,5.27
39133,Portage,1,656.201171875,13963960.0,131750,4.98
42007,Beaver,1,656.1755981445312,13963417.0,134458,4.88
